d^2x/dx0^2{power: 1.0}_x,C_x,dx/dx0{power: 1.0}_x,y{power: 1.0}_x,"t{power: 1.0, dim: 0.0} * dy/dx0{power: 1.0}_x",y{power: 1.0} * x{power: 1.0}_x,"dx/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x","t{power: 1.0, dim: 0.0}_x","dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,d^2y/dx0^2{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,"d^2y/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",y{power: 1.0}_y,dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y
0.0,-0.0003745054956050266,-0.997156864052664,0.0006537530675061414,0.0,-9.513502938190886e-10,0.0,0.0,0.0,0.0,0.0,-0.016029469344436706,0.013509150324800953,-1.0,0.0,1.0359099822069919e-06,0.0036989171267228543,0.0,0.0
