C_x,dx/dx0{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,"dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x","t{power: 1.0, dim: 0.0}_x","d^2x/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,"d^2x/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",x{power: 1.0}_y,C_y,dx/dx0{power: 1.0} * dy/dx0{power: 1.0}_y,y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,y{power: 1.0} * x{power: 1.0}_y,"d^2y/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y"
-0.00015508913191150764,-1.0,0.0002522884834124,1.508320149774313,0.0,0.0,0.0,7.906643371141539e-11,0.0,0.0,0.0,1.1951128202172825e-05,-6.054033724578672e-06,-1.0,-8.586944694270175e-07,0.0,0.0,0.0,0.0,0.0018770239533578803,-0.002067440235988552,0.0
