C_x,dx/dx0{power: 1.0}_x,y{power: 1.0}_x,x{power: 1.0} * dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",d^2x/dx0^2{power: 1.0} * x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,"d^2x/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,dy/dx0{power: 1.0}_y,x{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,dx/dx0{power: 1.0}_y,x{power: 1.0} * d^2y/dx0^2{power: 1.0}_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y"
1.5530656056256643e-07,-1.0,0.0,1.0695195249537965,-3.6515067045068714e-09,0.0,0.0,0.0,-2.37374020198651e-07,0.9488155176994378,-3.744556141367502e-05,8.01810223857438e-05,-1.0,0.002507504990954263,0.0,0.0,-0.0001922884715003072,-6.717047544494964e-09
