,C_x,dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0}_y,y{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,d^2y/dx0^2{power: 1.0} * y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y"
0,-0.003953215470959723,-1.0,-1.4955082684747055e-06,0.00978205147974452,0.0,0.0,0.0,0.6291914181999978,-3.016417164357101e-05,1.8873959605598447e-05,-1.0,0.0,0.0,0.0
1,-6.122391925980266e-05,0.6272740807108727,0.0,0.0,9.797033849537992e-05,-1.0,0.0,0.6291914181999978,-3.016417164357101e-05,1.8873959605598447e-05,-1.0,0.0,0.0,0.0
2,-6.122391925980266e-05,0.6272740807108727,0.0,0.0,9.797033849537992e-05,-1.0,0.0,0.0,-0.0001605840204650625,0.00010126707215867272,0.0,-1.0,0.0,0.0
3,-6.122391925980266e-05,0.6272740807108727,0.0,0.0,9.797033849537992e-05,-1.0,0.0,0.0,-3.1668214734641774e-07,1.9106957239309956e-07,0.0,0.6282182998728009,-1.0,0.0
4,-0.002475039646856621,0.0,-9.41084317947235e-07,0.006129063849304774,0.0,-1.0,0.0,0.6291914181999978,-3.016417164357101e-05,1.8873959605598447e-05,-1.0,0.0,0.0,0.0
5,-6.122391925980266e-05,0.6272740807108727,0.0,0.0,9.797033849537992e-05,-1.0,0.0,-1.0,0.0,-9.793901455938149e-05,0.0,0.0,0.0,1.93599280145192e-07
6,-0.003953215470959723,-1.0,-1.4955082684747055e-06,0.00978205147974452,0.0,0.0,0.0,0.0,0.0,-1.044517739084798e-08,0.0,0.6287329195755261,-1.0,5.955124535675266e-12
7,-0.003646954928347274,-1.0,0.0,0.0,0.005891631609637765,0.0,0.0,0.0,-3.1668214734641774e-07,1.9106957239309956e-07,0.0,0.6282182998728009,-1.0,0.0
