,"t{power: 1.0, dim: 0.0}_x",dy/dx0{power: 1.0}_x,C_x,dx/dx0{power: 1.0}_x,dy/dx0{power: 1.0} * x{power: 1.0}_x,x{power: 1.0}_x,y{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",C_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,y{power: 1.0} * x{power: 1.0}_y,dx/dx0{power: 1.0}_y
0,1.6485530050574264e-06,0.0,-0.0005852799865024919,-1.0,0.0,0.0,0.0,0.0,0.6499411741863745,1.2972640215396044e-10,-7.20214130650015e-08,-1.0,0.0,0.0,0.0,0.0
1,1.705945965329103e-06,0.0,-0.0006438708034609636,-1.0,1.0865318605369898,0.0,0.0,0.0,0.0,0.0,3.204243161930178e-05,0.0,0.0,-1.0,-0.0001191508858375434,0.0
2,0.0,0.0,-0.0065888302572625615,-1.0,0.0,0.0,0.010109493447533119,0.0,0.0,0.0,6.197057392256733e-05,-1.0,0.0,0.0,0.0,0.15819550263862678
3,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.401861563526097e-05,0.0,-0.0001449444962350721,-1.0,0.0,0.0
