,"t{power: 1.0, dim: 0.0}_x",C_x,"dx/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",y{power: 1.0}_x,dx/dx0{power: 1.0}_x,x{power: 1.0}_x,y{power: 1.0} * dx/dx0{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,y{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,y{power: 1.0}_y,C_y,"d^2y/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,x{power: 1.0} * y{power: 1.0}_y,"dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",dx/dx0{power: 1.0} * x{power: 1.0}_y,x{power: 1.0}_y,dx/dx0{power: 1.0}_y,x{power: 1.0} * dy/dx0{power: 1.0}_y
0,0.0,6.1745300298593025e-09,-1.0,-9.881842988432898e-09,0.0,0.0,0.0,0.0,0.0,-0.10442127618770478,0.05622597207571164,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-3.459065663862691e-07,0.0,0.0,0.5412885615860368,1.4388868110222738e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
2,0.0,4.460006074320915e-08,0.0,0.0,0.0,-4.841812429451492e-07,0.0,0.5428017046954023,-1.0,3.611376519040391e-05,-2.0208292194300927e-05,0.0,-1.0,1.8492909503119432,0.0,0.0,0.0,0.0,0.0,0.0
3,0.0,-3.459065663862691e-07,0.0,0.0,0.5412885615860368,1.4388868110222738e-05,-1.0,0.0,0.0,-1.8972859434736256e-05,1.0586889045413417e-05,0.0,0.5390409694345769,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,0.0,4.460006074320915e-08,0.0,0.0,0.0,-4.841812429451492e-07,0.0,0.5428017046954023,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
5,0.0,2.0139651314374556e-06,0.0,0.0,0.0,-1.4723693431839104e-05,0.0,-1.0,0.0,0.0,-7.722888227150956e-06,0.0,0.0,-1.0,0.0,0.0,0.0,-3.7551579015327614e-05,0.0,0.0
6,1.0490085259303432e-07,-0.0014148459861471371,0.0,0.002141471183699108,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
7,0.0,2.0139651314374556e-06,0.0,0.0,0.0,-1.4723693431839104e-05,0.0,-1.0,0.0,0.0,3.144966264285817e-06,0.0,0.0,0.23284637229065405,0.0,0.0,0.23115162153867894,0.0,0.0,-1.0
