,x{power: 1.0}_x,C_x,"d^2x/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x",dy/dx0{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0}_x,"x{power: 1.0} * t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y,y{power: 1.0} * dy/dx0{power: 1.0}_y
0,-0.028432805117389923,0.012378408342083858,-1.0,0.0,0.0,0.0,0.0,1.0641135249924409e-09,0.41644647336692026,-2.4907878081343684e-06,-1.0,0.0,0.0,0.0,0.0
1,-0.028432805117389923,0.012378408342083858,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.001251423343422e-05,0.0,-6.214110411266936e-05,0.0,-1.0,0.0
2,0.0,1.1362409119488662e-05,0.0,0.0,-1.0,-1.7425347313041723e-05,0.0,0.0,0.6541912943786008,5.998221636536085e-06,0.0,-9.107076420198399e-06,0.0,0.0,-1.0
3,-7.073997380466223e-05,7.083439472342562e-05,0.0,0.0,-1.0,-6.147088337992752e-05,0.0,0.0,0.6541912943786008,5.998221636536085e-06,0.0,-9.107076420198399e-06,0.0,0.0,-1.0
