,C_x,d^2x/dx0^2{power: 1.0}_x,d^2x/dx0^2{power: 1.0} * y{power: 1.0}_x,y{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0} * y{power: 1.0}_x,x{power: 1.0}_x,"dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",y{power: 1.0}_y,dy/dx0{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,d^2x/dx0^2{power: 1.0} * x{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y"
0,-4.851583045230757e-07,-1.0,1.6282197224720583,7.654548216088257e-07,0.0,0.0,0.0,0.0,-3.7467843957737644e-05,0.6181181021454387,2.35341838173835e-05,-1.0,0.0,0.0,0.0,0.0
1,-4.851583045230757e-07,-1.0,1.6282197224720583,7.654548216088257e-07,0.0,0.0,0.0,0.0,-5.02706425299194e-05,0.0,3.0988146282516653e-05,0.0,-1.0,0.0,0.0,0.0
2,-1.3117441969082847e-08,-1.0,1.626811517120101,0.0,-0.01247371548054932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0
3,-7.088043919555519e-10,0.0,0.0,0.0,0.0,-4.6390193265616327e-07,0.0,-1.0,-0.00018693775820135684,0.0,0.00012632241173047396,0.0,-1.0,0.0,0.0,-7.964744436527184e-09
