,C_x,d^2x/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0}_x,x{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0} * y{power: 1.0}_x,y{power: 1.0}_x,dy/dx0{power: 1.0}_x,x{power: 1.0} * dy/dx0{power: 1.0}_x,d^2y/dx0^2{power: 1.0} * dy/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,x{power: 1.0}_y,y{power: 1.0} * d^2x/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",y{power: 1.0}_y,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_y,"d^2x/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_y"
0,6.728529794139649e-06,-1.0,0.0,-0.00017517364066171724,0.0,0.0,0.0,0.0,0.0,0.0,0.5148280064791064,-8.965109373585312e-06,-1.0,0.00022975297311220172,0.0,0.0,0.0,0.0,0.0
1,-0.0001086865087180047,0.0,0.0,0.0,1.432730731973632e-07,-1.0,0.0,0.0,0.0,0.0,0.5148280064791064,-8.965109373585312e-06,-1.0,0.00022975297311220172,0.0,0.0,0.0,0.0,0.0
2,-0.0001947165258356723,0.0,-1.0,0.0,2.5638715766022056e-07,0.0,0.0,0.0,0.0,0.0,0.5148280064791064,-8.965109373585312e-06,-1.0,0.00022975297311220172,0.0,0.0,0.0,0.0,0.0
3,4.990125758127121e-05,0.0,0.5260954765447089,0.0,0.0,-1.0,-9.696815946370832e-05,0.0,0.0,0.0,0.5148280064791064,-8.965109373585312e-06,-1.0,0.00022975297311220172,0.0,0.0,0.0,0.0,0.0
4,-3.178925660237943e-05,0.0,-1.0,0.0,0.0,0.0,0.0,-0.2178848542575258,0.0,0.0,0.0,-1.4016174227142898e-22,0.0,0.0,-4.440892098500626e-16,0.0,0.0,0.0,0.0
5,-1.0337538734415805e-05,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-10524.557213635593,0.0,3.3871312507332923e-07,0.0,0.0,0.0,0.0,-6.832028207876794e-07,-1.0,0.0
