,"t{power: 1.0, dim: 0.0}_x",C_x,dx/dx0{power: 1.0}_x,y{power: 1.0} * dx/dx0{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,"dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",y{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,x{power: 1.0}_x,"t{power: 1.0, dim: 0.0} * x{power: 1.0}_x",C_y,dy/dx0{power: 1.0}_y,y{power: 1.0} * dy/dx0{power: 1.0}_y,x{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0} * dy/dx0{power: 1.0}_y",d^2y/dx0^2{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,dx/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y"
0,-6.467545128404279e-09,1.6209562886189154e-05,-1.0,1.3072362071774126,0.0,0.0,0.0,0.0,0.0,0.0,1.0090094685005763e-05,-1.0,1.3627557470826888,-3.0282462670151854e-05,0.0,0.0,0.0,0.0,0.0,0.0
1,1.9209817650183156e-13,-3.615344634931431e-10,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-7.67757756606951e-06,0.7327637820642027,-1.0,2.3134887218496752e-05,0.0,0.0,0.0,0.0,0.0,0.0
2,-6.467545128404279e-09,1.6209562886189154e-05,-1.0,1.3072362071774126,0.0,0.0,0.0,0.0,0.0,0.0,0.25897655963973026,0.0,0.0,0.0,-0.339389076614405,-1.0,0.0,0.0,0.0,0.0
3,0.0,0.0029685166673559115,-1.0,0.0,0.0,0.0,-0.003971037523295274,0.0,0.0,0.0,3.264314573631228e-05,0.0,0.0,0.0,-4.4037498097728006e-05,0.0,-1.0,0.0,0.0,0.0
4,0.0,0.0040722559769673155,-1.0,0.0,0.0,0.0,-0.006346115942320676,0.0,0.0020214357009631615,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-1.5261815665515024e-07,0.00023140788795004147,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.677577566031976e-06,0.73276378206419,-1.0,2.3134887218464e-05,0.0,0.0,0.0,0.0,0.0,0.0
6,-1.5261815665515024e-07,0.00023140788795004147,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00026201318298977667,-1.0,0.0,0.0008753770886692403,0.0,0.0,0.0,0.0,0.0,0.0
7,-1.5261815665515024e-07,0.00023140788795004147,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.264314573631228e-05,0.0,0.0,0.0,-4.4037498097728006e-05,0.0,-1.0,0.0,0.0,0.0
