,dx/dx0{power: 1.0}_x,C_x,x{power: 1.0} * dx/dx0{power: 1.0}_x,y{power: 1.0}_x,dy/dx0{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,dx/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,"dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",y{power: 1.0}_y
0,0.6167419682099802,-1.567383920926385e-05,-1.0,7.010909685362163e-05,0.0,0.0,0.0,6.215213445163346e-05,-1.0,0.0,0.33431154931100715,0.0,0.0,0.0,0.0
1,0.616741968209981,-1.5673839209312618e-05,-1.0,7.010909685305893e-05,0.0,0.0,0.0,-1.194170664823064e-06,0.6376934683977918,0.0,-0.004578003991405647,-1.0,0.0,0.0,0.0
2,0.0,-7.185415348952634e-05,-1.0,0.0,1.193462798840311,0.0,0.0,-1.194170664823064e-06,0.6376934683977918,0.0,-0.004578003991405647,-1.0,0.0,0.0,0.0
3,-1.0,-0.00011515779908919834,0.0,0.0,1.912963768946438,0.0,0.0,6.215213445163346e-05,-1.0,0.0,0.33431154931100715,0.0,0.0,0.0,0.0
4,0.0,7.561769052741444e-08,0.0,0.0,0.0,0.9724506478115813,-1.0,-5.094789308111222e-10,0.0,0.0,1.1833061623124709e-07,0.0,0.0,-1.0,0.0
5,-1.0,-0.00011515779908919834,0.0,0.0,1.912963768946438,0.0,0.0,-1.194170664823064e-06,0.6376934683977918,0.0,-0.004578003991405647,-1.0,0.0,0.0,0.0
