,d^2x/dx0^2{power: 1.0}_x,C_x,x{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_x,PWM{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0}_x,"PWM{power: 1.0} * cos{power: 1.0, dim: 0.0}_x","d^2x/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",d^2y/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,x{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,"dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y,"dy/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y"
0,0.5982280474233612,7.745023393651226e-07,-1.0,-1.3611531416150356e-06,0.0,0.0,0.0,0.0,0.0,0.0,-8.393922810998839e-05,-1.0,0.00013170384175332375,1.6145437551829287,0.0,0.0,0.0
1,0.0,0.0007416636818488978,0.0,0.0,0.0,-0.0038183076055374487,-1.0,0.0,0.0,0.0,-8.393922810998839e-05,-1.0,0.00013170384175332375,1.6145437551829287,0.0,0.0,0.0
2,0.0,1.9840268825006038e-09,0.0,0.0,0.0,-6.138168536506047e-09,0.0,0.0,-1.0,0.0,-1.551139822158918e-08,0.0,2.575128582480398e-08,0.0,-1.0,0.0,0.0
3,-1.0,1.962852414085409e-05,0.0,-3.185054114355411e-05,0.0,0.0,0.0,0.0,0.0,0.41762924680738733,5.066588962876297e-05,0.617151728579468,-7.968986210677022e-05,-1.0,0.0,0.0,0.0
4,0.0,0.0008613985771354355,0.0,0.0021022007800744254,0.0,-0.009329902878866227,-1.0,0.0,0.0,0.0,5.066588962873616e-05,0.617151728579459,-7.968986210747699e-05,-1.0,0.0,0.0,0.0
5,0.0,0.0007416636818488978,0.0,0.0,0.0,-0.0038183076055374487,-1.0,0.0,0.0,0.0,-0.3688288294649544,0.0,0.5503918754376913,0.0,0.0,0.0,-1.0
