C_x,dx/dx0{power: 1.0}_x,y{power: 1.0}_x,x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",d^2y/dx0^2{power: 1.0} * dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0} * x{power: 1.0}_x",C_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y","dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",y{power: 1.0}_y,x{power: 1.0}_y
1.811874347555639,-2.2360679774997894,-2.2348359948790435,1.2719851810266585,1.414213562373095,1.0000000000000002,0.44721359549995787,0.4459448181977085,1.0723873521062144,-0.9956017521250693,0.8794600539634474,-0.7080010271351996,0.44721359549995787,-0.44721359549995787,-0.7071067811865475
1.825212556373183,-2.2360679774997894,-2.236067977406376,1.2694681298637653,1.414213562373095,1.0000000000000002,0.44721359549995787,0.44473603209136453,1.065891578288312,-0.9950602473816774,0.8704399034550752,-0.7124276143036365,0.44275712892430846,-0.44721359549995787,-0.6934531975976814
1.8267676198106026,-2.2360679774997894,-2.2355285386308448,1.2713674411671314,1.414213562373095,1.0000000000000002,0.44721359549995787,0.4436383947601207,1.0619474401623148,-1.0,0.8735558255028966,-0.7160851817089734,0.44721359549995787,-0.4373802928062551,-0.7071067811865475
1.8267676198106026,-2.233394825221278,-2.236067977406376,1.2696435051018122,1.414213562373095,1.0000000000000002,0.4436120112628914,0.447213595499958,1.0716500300678544,-0.9972474869640877,0.8802336541547224,-0.7110997029737737,0.44721359549995787,-0.43897490329509153,-0.7071067811865475
1.8219749005697021,-2.2360679774997894,-2.236067977406376,1.2710700682142873,1.414213562373095,1.0000000000000002,0.44721359549995787,0.447213595499958,1.0723873521062144,-1.0,0.8793201010931502,-0.7160851817089734,0.4385773763491193,-0.43842471364198454,-0.7071067811865475
1.8249351513323104,-2.227424030608987,-2.236067977406376,1.2719851810266585,1.414213562373095,1.0000000000000002,0.4411539130145539,0.44671357352849816,1.0723873521062144,-0.9961205556432259,0.8802336541547224,-0.7160851817089734,0.43280487310537435,-0.44721359549995787,-0.7071067811865475
0.1132993224356886,0.44721359549995787,0.44723362169778746,-0.9449396499613362,-0.6981298248744933,-1.000000000000269,0.44721359549995787,0.447213595499958,-1.3305180852091547,0.9989454366580445,-1.341762995579002,1.4073104012925732,0.44721359549995787,-0.44721359549995787,-0.7071067811865475
0.12456464528622066,0.441319009587799,0.43840525115603607,-0.94504505339325,-0.7071067811865476,-0.9952385113498677,0.44721359549995787,0.4348916808749664,-1.3359812305436505,1.0,-1.3502916640623233,1.4019793625498043,0.44721359549995787,-0.44721359549995787,-0.7071067811865475
1.8267676198106026,-2.2360679774997894,-2.232592648211947,1.2719851810266585,1.414213562373095,1.0000000000000002,0.44721359549995787,0.447213595499958,1.0723873521062144,-0.9880936012505341,0.8802336541547224,-0.716003036548462,0.4455291657185302,-0.4420191666970704,-0.7071067811865475
1.8267676198106026,-2.2360679774997894,-2.236067977406376,1.2719851810266585,1.4053664712175098,1.0000000000000002,0.44721359549995787,0.44491910231020876,1.0723873521062144,-1.0,0.8595212862757143,-0.708649259841074,0.44721359549995787,-0.44721359549995787,-0.7057481300507615
