RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.029401502422626968,0.03704308688590587,0.02281447285584256,0.028433207217299805
0.02471918478963625,0.02641666079177363,0.018770252491237437,0.0211889322616258
0.026598360700548364,0.0248321147177392,0.019811639793075295,0.02002535566773444
0.025517169628457632,0.02419562117227786,0.019619672923606724,0.019451001751745366
0.027668817516022026,0.024685071942818857,0.020979058775927106,0.019871383790114647
0.029250114233982556,0.030547908284191915,0.021873239223900724,0.023459420553329433
0.030636409406425587,0.02903331112876003,0.022844166229444976,0.022508040237270748
0.026126724448420013,0.030575776908322565,0.019582889410530897,0.02352024188621171
0.032324108211977017,0.024919078227630415,0.023628408555210367,0.020134744558858948
0.027943034632764804,0.024737811948583,0.021099191477552143,0.01990348662761688
