RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.09796596632915316,0.14853648098243882,0.07554651664298224,0.10442202148713614
0.09182220137299343,0.0804641201661754,0.060074494462077306,0.055039758270363705
0.06926703059837304,0.060456283328007794,0.04750343504941241,0.042046666970126996
0.06570251675242944,0.039866207342988624,0.052050199108350716,0.030535468991981306
0.025332733009381856,0.023261609848250486,0.01899477479311614,0.0187094279050529
0.026649896404632768,0.025636796987664322,0.019670229167459224,0.020600184931684754
0.07892366734057342,0.06762481921775748,0.0479003961494022,0.04098935706512136
0.05467457902644787,0.04626800574220218,0.03634515688902993,0.03195203132890833
0.04456074441020609,0.028984600586915238,0.03390730884645859,0.02268940246008691
0.21271283237263605,0.05598382657971106,0.1295762400161182,0.041580974908136954
