,PWM{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * dy/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_x,x{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",x{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y
0,0.0,4.1608411510014776e-08,-1.0,-1.392056679925582e-10,0.0,0.0,0.0,0.0,0.0,0.0,-0.00013420425134557935,1.0049427339769514e-08,-1.0,-5.593156307674481e-08,0.0,0.0,0.0
1,0.0,0.00020509773190631022,0.0,-1.4631286455573081e-08,-1.0,-0.00035148712892385926,0.0,0.0,0.0,0.0,-1.0,-0.0002406226714866682,0.0,0.0,8.127757048141593e-07,0.0,0.0
2,0.0,-1.0945207921254558e-08,0.0,0.0,0.5733050398449328,0.0,-1.0,0.0,0.0,0.0,-0.00013420425134557935,1.0049427339769514e-08,-1.0,-5.593156307674481e-08,0.0,0.0,0.0
3,0.0,1.6090528774785675e-07,0.0,0.0,0.5735306852930477,0.0,-1.0,-8.682634155819028e-07,0.0,0.0,0.5668665457853354,-7.982911286143554e-05,0.0,0.0,0.0,0.00013858342146358044,-1.0
4,0.0,-1.3854797341537974e-05,0.0,-1.0753747701114745e-07,0.0,0.0,0.0,0.0,-1.0,0.0,-1.0,0.005689705128742535,0.0,0.004493409939524629,0.0,-0.011479162642631267,0.0
5,0.0,-2.0655831050759895e-07,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0003417166365134601,-1.0,0.005689705128742534,0.0,0.004493409939524616,0.0,-0.011479162642631257,0.0
