C_x,dx/dx0{power: 1.0} * dy/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_x,x{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",x{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y
2.2299778564566566,0.44721359549995787,0.15567351952442576,-1.319362891683999,-2.232571600413114,0.7071067811865475,0.447213595499958,0.4335153965287997,-0.4460774535861784,-0.9529894643597694,-0.7645320420205882,0.7071067811865475,-0.7071199835936888,2.2352346382713555,0.7061728204834484,0.44721359549995787
-0.41561185773990794,-2.2217902014796755,0.51625644198165,0.2168498877428743,0.447213595499958,0.7064158956319385,0.447213595499958,0.4472135954999579,-0.4472135954999579,0.6478558296428216,-0.6700061062769859,-1.4082119545711729,-0.7071199835936888,-0.4472135954999579,0.7143878854373675,0.44721359549995787
-0.40841618258192797,-2.2360679774997894,0.5181835049627473,0.21492347728123432,0.447213595499958,0.7071067811865475,0.447213595499958,0.44557625680985297,-0.4472135954999579,0.6505110246618571,-0.6768948606802062,-1.408512784918796,-0.7012530286861732,-0.4442965919760014,0.7081231169207184,0.44721359549995787
-0.4072312100883836,-2.2360679774997894,0.5181835049627473,0.21313577125883343,0.447213595499958,0.689249772948129,0.447213595499958,0.4472135954999579,-0.4472135954999579,0.6460261234989332,-0.6707791616247865,-1.4142135623730951,-0.7071199835936888,-0.4472135954999579,0.6972484273156957,0.44242162447873884
2.2313155696596323,0.4424597772712026,0.14067032058795892,-1.318862251966935,-2.2336106202981325,0.7071067811865475,0.447213595499958,0.4380554634190203,-0.4472135954999579,-0.9529894643597694,-0.7657884592077915,0.7059688163939175,-0.6980625948114164,2.2324114851701062,0.7123108966377544,0.44721359549995787
2.225460874263225,0.44442188516978093,0.14588093372137892,-1.319362891683999,-2.232903152216495,0.7071067811865475,0.447213595499958,0.44153161283472003,-0.44364071863952675,-0.9453789024259063,-0.7598675341518529,0.7071067811865475,-0.7071199835936888,2.23606797749979,0.7016121665809343,0.4432363238640576
2.2313155696596323,0.4392365731444063,0.14151638863935503,-1.319362891683999,-2.23606797749979,0.7071067811865475,0.44374500411706874,0.4366704182172105,-0.4472135954999579,-0.9529894643597694,-0.7657884592077915,0.7040594444687795,-0.7043203792947181,2.23606797749979,0.6908362899453323,0.44721359549995787
2.2236985789640995,0.44721359549995787,0.14045261100704964,-1.3189358358998893,-2.23606797749979,0.7071067811865475,0.4442886729908655,0.4472135954999579,-0.4430856883411478,-0.950940464428863,-0.7657884592077915,0.7032511648227608,-0.7071199835936888,2.2350077450869845,0.6998028381663488,0.44721359549995787
2.2313155696596323,0.44721359549995787,0.1381110799806286,-1.3100020112372062,-2.23606797749979,0.7053942879403713,0.43918552698269187,0.4472135954999579,-0.44600145993704154,-0.9529894643597694,-0.7657884592077915,0.7007200837966913,-0.7071199835936888,2.23606797749979,0.6951663490770209,0.42539563774921024
2.2313155696596323,0.44721359549995787,0.14250253149557324,-1.319362891683999,-2.2332115476200056,0.7071067811865475,0.4456172312703148,0.4472135954999579,-0.4472135954999579,-0.9529894643597694,-0.7645472062321101,0.7017702625277072,-0.7039049629591849,2.23606797749979,0.6960909911650105,0.44721359549995787
