,dx/dx0{power: 1.0}_x,C_x,x{power: 1.0} * dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",d^2y/dx0^2{power: 1.0}_x,"dx/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x",d^2x/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_x,y{power: 1.0}_x,"dy/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x",dy/dx0{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,x{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y","d^2x/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0} * y{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y
0,0.8388847661979347,-2.4863827646584963e-06,-1.0,9.037774489656774e-09,0.0,0.0,0.0,0.0,0.0,0.0,0.8277535121098165,0.0002127420679177252,-1.0,-0.000260189107098516,0.0,0.0,0.0,0.0,0.0
1,-1.0,3.004249048038073e-05,0.0,0.0,0.0,0.002045367021765317,0.0,0.0,0.0,0.0,-1.0,0.005372578219265668,0.0,-0.0069099799911759435,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-1.0,-2.3900472916040677e-05,0.0,0.0,0.0,0.0,1.3242654121879665,0.0,0.0
3,-1.0,-0.0008872636920008676,0.0,0.0,0.0,0.0,0.0,0.0,0.0012044995317890257,0.0,-1.0,0.005372578219265668,0.0,-0.0069099799911759435,0.0,0.0,0.0,0.0,0.0
4,-1.0,0.00012041315785713394,0.0,-3.9741590716586006e-07,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.005372578219265668,0.0,-0.0069099799911759435,0.0,0.0,0.0,0.0,0.0
