,d^2x/dx0^2{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",C_x,"dx/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0}_x,y{power: 1.0} * dx/dx0{power: 1.0}_x,y{power: 1.0}_x,x{power: 1.0}_x,y{power: 1.0}_y,C_y,d^2y/dx0^2{power: 1.0}_y,x{power: 1.0}_y,"d^2y/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_y",dx/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y"
0,0.0,-2.568396871558204e-12,3.2540878157966067e-10,-1.0,0.0,0.0,0.0,0.0,-0.0001683772279176915,0.00011692377039877447,-1.0,-0.00014578324602691054,0.0,0.0,0.0
1,0.0,-4.7254560958663485e-09,9.318358407300878e-07,0.0,0.24411919155474748,-1.0,0.0,0.0,-0.06686584417265302,0.028902183154378185,0.0,-0.023975370867501823,-1.0,0.0,0.0
2,0.0,-4.7254560958663485e-09,9.318358407300878e-07,0.0,0.24411919155474748,-1.0,0.0,0.0,-0.06977108208745379,0.017223845218770583,0.0,0.0,-1.0,0.0,0.0
3,0.0,0.0,0.0007039389635642071,0.0,-1.0,0.0,-0.0027734034876770158,0.0,-0.00019758171016194144,5.0577777701317035e-05,-1.0,0.0,0.0,0.0,-5.226862362242703e-09
