,x{power: 1.0}_x,y{power: 1.0}_x,C_x,d^2x/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,dy/dx0{power: 1.0}_x,dx/dx0{power: 1.0} * dy/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0} * x{power: 1.0}_x,y{power: 1.0} * d^2y/dx0^2{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,y{power: 1.0}_y,x{power: 1.0}_y,"dy/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y","t{power: 1.0, dim: 0.0}_y",dx/dx0{power: 1.0}_y,d^2y/dx0^2{power: 1.0} * d^2x/dx0^2{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y
0,-0.00012947891124500232,0.0,7.35931163590342e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005668080807153111,-1.0,0.004439423890222881,-0.011425505376881539,0.0,0.0,0.0,0.0,0.0
1,6.809642479720882e-05,0.0,-3.899128513190854e-05,0.0,0.20214095471858262,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005668080807153111,-1.0,0.004439423890222881,-0.011425505376881539,0.0,0.0,0.0,0.0,0.0
2,1.4150665324745322e-07,0.0,-8.060408886048161e-08,0.0,0.0,0.0,-0.00013434207830551707,-1.0,0.0,0.0,0.0,0.0,-0.26424041510214613,389.11278840855556,1.4194313733157218,0.0,-1.0,0.0,0.0,0.0,0.0
3,0.0,0.0,1.000015488526413e-06,0.0,0.20231172060871178,-1.0,0.0,0.0,-3.4566551366374697e-09,0.0,0.0,0.0,-0.0010608075550769987,-1.0,0.004325057348990571,0.0,0.0,7.055480268346228e-07,0.0,0.0,0.0
4,0.0,0.0,-1.1548228010373478e-06,0.0,0.5701216133081634,0.0,0.0,0.0,3.8432321680287055e-09,-1.0,0.0,0.0,-0.6651117211912151,0.0,2.9615254203302435,0.0,-1.0,0.0003211550829200045,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1019070146377812e-12,0.0,0.0,0.0,0.0,0.0,4.520373228800024e-09,-1.0,0.0
6,0.0,0.0,-1.1814003453066917e-07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.5867000259798079,0.0,-0.00023387195869767617,-1.0,0.0,0.0,0.0,7.918466489886368e-07,0.0,0.0,0.0
