,x{power: 1.0}_x,C_x,"dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",y{power: 1.0}_x,dx/dx0{power: 1.0}_x,y{power: 1.0} * dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0} * sin{power: 1.0, dim: 0.0}_x",y{power: 1.0}_y,d^2x/dx0^2{power: 1.0} * d^2y/dx0^2{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y,d^2y/dx0^2{power: 1.0} * x{power: 1.0}_y,dy/dx0{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,x{power: 1.0}_y
0,-1.315454979141483e-06,-5.010683402401696e-07,-1.0,1.2368453123963117e-06,0.0,0.0,0.0,-2.59569004037156e-06,0.0,2.0513204758291224e-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-0.00041345633124286065,0.0,0.0005236593946402076,-1.0,1.2721877706212035,0.0,0.0,0.0,-6.161091961623036e-08,0.0,1.999925828443419e-10,-1.0,2.7801057540321685,0.0,0.0,0.0
2,0.0,-0.00041345633124286065,0.0,0.0005236593946402076,-1.0,1.2721877706212035,0.0,0.0,0.0,0.0001341452525569367,0.0,-4.842342349464768e-07,0.0,0.0,-1.0,0.0,0.0
3,0.0,-0.00041345633124254113,0.0,0.0005236593946402326,-1.0,1.2721877706212044,0.0,-2.59569004037156e-06,0.0,2.0513204758291224e-06,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
4,-1.315454979141483e-06,-5.010683402401696e-07,-1.0,1.2368453123963117e-06,0.0,0.0,0.0,0.0,0.0,0.0001341452525569367,0.0,-4.842342349464768e-07,0.0,0.0,-1.0,0.0,0.0
5,-1.1337150898816038e-06,4.067625057528529e-07,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000762515249257097,0.0,0.0,0.0,0.0,-1.0,0.0,0.002020529681186243
