RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.029893583545903924,0.19539167701681215,0.02476391915683664,0.09527478303990963
0.03023875852175415,0.125880917057313,0.024346959156222765,0.0680870263697581
0.0293640118067516,0.20687520818934374,0.024005201227678033,0.09847430498265658
0.02970247291006423,0.022694688036671115,0.023747341382464215,0.017891584256430313
0.02928705093606311,0.06853368528766517,0.023575228158955533,0.043008642081108266
0.03133866886524536,0.10588043318032175,0.025652810435102126,0.059870373061773445
0.030182974122952448,0.14463312779192053,0.02478376601057947,0.07591199644889965
0.030204347535013637,0.08651728752716224,0.023329789142324836,0.050805707835601906
0.030183437491256116,0.08498041880945284,0.02448505287491186,0.05037376161457958
0.029560682306418406,0.0972974530716472,0.024073401175594755,0.05604547323168245
