RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.02902799975534039,0.02376116655938699,0.023628669243232214,0.019011810338018454
0.03044624417856631,0.024028072739531843,0.024795504015259862,0.019136793351941732
0.029756298511969304,0.02311502440206091,0.024223536511959194,0.018405649664382087
0.029287492575468838,0.022064363210880324,0.023620612375443488,0.017240731791243448
0.029624380759260487,0.04152311514929251,0.024251984824396475,0.029991838410467427
0.02988471786216979,0.04691423004531718,0.024459596159555105,0.031834928666579776
0.029441206127008148,0.021920580516742085,0.023770897152426224,0.017217347321721962
0.030594735694360588,0.024657676970544776,0.025089518905136474,0.01989167450487452
0.029807711486600812,0.02352675000951681,0.02420547541731483,0.018650838657697177
0.030294414867723374,0.024086824214415575,0.024667961809898633,0.019208037495863636
