,d^2x/dx0^2{power: 1.0}_x,C_x,y{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0}_x,dx/dx0{power: 1.0}_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0} * dx/dx0{power: 1.0}_x",PWM{power: 1.0}_y,x{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0}_y,d^2y/dx0^2{power: 1.0} * x{power: 1.0}_y
0,0.7857551151393243,1.2316438136813017e-09,-1.0,-0.0001856234488287219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.374564474674997e-07,3.1100784146717793e-07,-1.0,0.0,0.0,0.0,0.0
1,0.0,-2.762972640018393e-05,0.0,0.0,0.36971318303362033,-1.0,8.39277375916989e-08,0.0,0.0,0.0,5.742919323513252e-11,-8.374134597754233e-07,3.1081436559846496e-07,-1.0,0.0,0.0,0.0,0.0
2,0.0,3.1100784146717793e-07,0.0,0.0,0.0,0.0,0.0,-8.374564474674997e-07,-1.0,0.0,0.0,-8.374564474674997e-07,3.1100784146717793e-07,-1.0,0.0,0.0,0.0,0.0
3,0.0,3.1100784146717793e-07,0.0,0.0,0.0,0.0,0.0,-8.374564474674997e-07,-1.0,0.0,0.0,0.0,1.3831093073779564e-06,-1.0,-1.7911491569361956e-06,1.0187372306842964e-10,0.0,0.0
4,0.0,-1.0718268589589637,0.0,0.0,0.0,772.5386040666651,0.0,2.932621685462968,0.0,-1.0,0.0,-8.374564474674997e-07,3.1100784146717793e-07,-1.0,0.0,0.0,0.0,0.0
5,0.0,0.0002039423700550464,0.0,0.0,0.3678075695663345,-1.0,0.0,-0.0005619572413138429,0.0,0.0,0.0,0.0,3.0479615005709313e-05,0.0,-3.88011981362049e-05,0.0,0.0019113031153226128,-1.0
