,y{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,PWM{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_y,C_y,dy/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * PWM{power: 1.0}_y,y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,x{power: 1.0} * d^2y/dx0^2{power: 1.0}_y,PWM{power: 1.0}_y
0,-0.0020807014175861184,0.0014621466356752062,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013544489918810102,-0.003232213950063013,-1.0,0.0,0.0,0.0,0.0,0.0
1,-0.013297630458169138,0.009111053952898003,0.0,0.0,6.620469985478085e-07,-1.0,0.0,0.0,0.0,0.013533062381555641,-0.001905042855325489,-1.0,0.0,-0.0018881000331264668,0.0,0.0,0.0
2,3.213587617947572e-05,-2.4148678795987514e-05,0.0,0.0,0.0,0.7105166580719873,-1.0,0.0,0.0,0.013533062381555628,-0.001905042855325486,-1.0,0.0,-0.0018881000331264642,0.0,0.0,0.0
3,0.0,5.897470182235747e-05,0.0,0.0,0.0,0.0,0.0,-0.0002436718421470894,-1.0,1.1669360784989374e-06,-2.737578866912103e-07,0.0,0.0,0.0,-1.0,4.16703384527193,0.0
4,0.0,5.897470182235747e-05,0.0,0.0,0.0,0.0,0.0,-0.0002436718421470894,-1.0,0.013544489918810102,-0.003232213950063013,-1.0,0.0,0.0,0.0,0.0,0.0
5,3.213587617947572e-05,-2.4148678795987514e-05,0.0,0.0,0.0,0.7105166580719873,-1.0,0.0,0.0,0.013544489918810102,-0.003232213950063013,-1.0,0.0,0.0,0.0,0.0,0.0
