,"t{power: 1.0, dim: 0.0}_x",C_x,"dx/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",dy/dx0{power: 1.0}_x,"dx/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0}_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,x{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_y",C_y,"dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y,dy/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,y{power: 1.0}_y
0,0.0,5.596421915570137e-10,-1.0,3.4926137482003404e-06,0.0,0.0,0.0,0.0,-1.7848511929502216e-11,1.3795212744831279e-08,-1.0,0.0,0.0,0.0,0.0
1,0.0,0.01992556559643718,0.0,711.3225439249173,-1.0,0.0,0.0,0.0,1.045782499926209e-09,-2.1672974241225815e-08,0.0,0.0,0.6923586445744365,-1.0,0.0
2,0.0,2.5902271227098303e-05,0.0,0.0,0.0,0.6945914871609302,-1.0,-3.765226261505757e-05,1.045782499926209e-09,-2.1672974241225815e-08,0.0,0.0,0.6923586445744365,-1.0,0.0
3,1.6571791443095342e-09,-1.4602691956873374e-06,0.0,0.0,0.0,0.6945651850055313,-1.0,0.0,0.0,5.913316944207901e-06,0.0,0.0,0.6924551691704321,-1.0,-1.8641284980782225e-05
