RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.045296083798024994,0.056979982980190295,0.03601821945162632,0.04156792338700943
0.029352990826298605,0.04728463645279712,0.023785354184360362,0.03647802787131355
0.03719140413227007,0.05321858512867505,0.02785448860231117,0.03959150644790499
0.036169951455745086,0.04896276237001329,0.028632971520379722,0.037631221443356365
0.04155754517852308,0.05136376163416597,0.034791383573443684,0.03775296890549119
0.19129354912652077,0.2149580921745433,0.13137670132274554,0.1619322709345046
0.03790120957126361,0.04977944196064527,0.03156443844529417,0.037511210907978446
0.04060063902625448,0.05832566599463189,0.03172544712227489,0.046732183359799874
0.049555862742794346,0.052262775715229526,0.03762299778315933,0.03788515745572424
0.03363230004563187,0.052733695071494155,0.026370594873168923,0.04065328007700083
0.04495526862420858,0.05373049931887051,0.03457324977331204,0.042739658829236665
0.028861065224260397,0.050932569395421526,0.02329474168390665,0.038351334739688055
