,C_x,d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_x,dy/dx0{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,dx/dx0{power: 1.0}_x,x{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,d^2x/dx0^2{power: 1.0} * dy/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",d^2x/dx0^2{power: 1.0} * y{power: 1.0}_x,y{power: 1.0}_y,dy/dx0{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0} * dy/dx0{power: 1.0}_y",dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_y,x{power: 1.0}_y,dy/dx0{power: 1.0} * d^2x/dx0^2{power: 1.0}_y
0,4.3963135340187204e-05,-1.0,-9.642404376671138e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0179076315240863e-05,0.6291905605316183,1.8883231934919616e-05,-1.0,0.0,0.0,0.0,0.0,0.0
1,3.956789478398933e-07,0.0,0.0,0.0,-1.0,0.6283087245794625,0.0,0.0,0.0,0.0,0.0,369.56965608850174,0.005418020417474706,0.0,-193.73808786585602,-1.0,0.0,0.0,0.0
2,3.2130495289671293e-07,0.0,0.0,0.0,-1.0,0.6286515672023559,-0.15600924416709844,0.0,0.0,0.0,0.0,0.0,-1.33394252874117e-07,0.0,0.0,0.0,-1.0,2.797437917613863e-07,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.00016062178357373536,0.0,0.0001012908450247039,0.0,-1.0,0.0,0.0,0.0,0.0
4,0.0002827982210815489,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-6.421004844676544e-07,0.0,-3.0179076315240863e-05,0.6291905605316183,1.8883231934919616e-05,-1.0,0.0,0.0,0.0,0.0,0.0
5,2.5904045717541177e-05,0.0,-5.712185938507951e-05,0.0,0.0,0.0018652716092027607,0.0,0.0,0.0,-1.0,0.0,0.0,1.421586245575845e-09,0.0,0.0,0.0,0.0,-3.1766935235363246e-09,-1.0
