,C_x,dx/dx0{power: 1.0}_x,y{power: 1.0}_x,dy/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",d^2y/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,C_y,d^2y/dx0^2{power: 1.0}_y,y{power: 1.0}_y,dx/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0} * x{power: 1.0}_y
0,-0.004231338640227473,-1.0,0.007182188756406037,0.0,0.0,0.0,0.0,0.00012454172724844946,-1.0,-0.00020464175474345877,0.0,0.0,0.0
1,-0.004231338640227473,-1.0,0.007182188756406037,0.0,0.0,0.0,0.0,0.00015773375132279932,-1.0,-0.00025168848963376937,0.0,-1.3333618364664685e-08,0.0
2,-0.004496289507768852,-1.0,0.0075943714118616775,-0.22285470983558406,0.0,0.0,0.0,0.00012454172724844946,-1.0,-0.00020464175474345877,0.0,0.0,0.0
3,-0.004496289507768852,-1.0,0.0075943714118616775,-0.22285470983558406,0.0,0.0,0.0,0.00015773375132279932,-1.0,-0.00025168848963376937,0.0,-1.3333618364664685e-08,0.0
4,-0.004231338640227473,-1.0,0.007182188756406037,0.0,0.0,0.0,0.0,2.3244138194406756e-06,0.49668396724973257,-3.816725080980358e-06,0.0,0.0,-1.0
5,-1.37567177584544e-05,0.526002573038695,0.0,0.0,2.594205160446827e-08,0.0,-1.0,0.00015773375132279932,-1.0,-0.00025168848963376937,0.0,-1.3333618364664685e-08,0.0
