d^2x/dx0^2{power: 1.0}_x,C_x,dx/dx0{power: 1.0}_x,y{power: 1.0}_x,dy/dx0{power: 1.0}_x,"d^2x/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",d^2y/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,x{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0} * y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,y{power: 1.0}_y,PWM{power: 1.0}_y,dx/dx0{power: 1.0}_y,"dy/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y"
0.44150452458452044,-0.6801831731151222,-0.7071067811865476,0.6839092336996221,0.4328624209209498,0.44721359549995787,0.44721359549995787,1.9849161831235,-0.4486014977534935,-2.1249837095619117,2.23606797749979,-0.447213595499958,0.4431492300043628,0.447213595499958,-0.4472135954999579,0.4457542536511864,0.44052788656112
0.44572619848510187,-0.6853182690081315,-0.7071067811865476,0.6730637253997684,0.4414963532454573,0.44721359549995787,0.4387115429270264,1.9782996917663829,-0.4486014977534935,-2.1249837095619117,2.23606797749979,-0.4419647791922917,0.44617000759143827,0.447213595499958,-0.442068912894177,0.4369601402031332,0.43717737914275023
0.4472135954999579,-0.8043359274534767,-0.7071067811865476,0.7964048589367931,-2.2286840355696422,0.4388632943309796,0.446657717728624,-0.5361428912193256,-0.4437851935814546,0.6918373423428923,-0.447213595499958,2.2263983786404924,0.44721359549995787,0.44307138007759767,-0.43465822392053016,0.4472135954999579,0.44027846496874223
0.4472135954999579,-0.6732040953581613,-0.7071067811865476,0.6849732845233412,0.4401249743385741,0.44721359549995787,0.4444727345157095,1.9817398746143888,-0.4416709527167434,-2.1249837095619117,2.2360025399952406,-0.4454084451814237,0.4437479396152621,0.447213595499958,-0.4472135954999579,0.4472135954999579,0.4373126279687978
0.4472135954999579,-0.8043359274534767,-0.7071067811865476,0.792452950022719,-2.235569101142019,0.44721359549995787,0.44721359549995787,-0.5404711241920337,-0.4402395564027648,0.6832057365703148,-0.437387882040073,2.2360679774997902,0.44721359549995787,0.44238375894451004,-0.4472135954999579,0.4472135954999579,0.44721359549995787
0.4369921144028611,-0.6669426225762747,-0.7071067811865476,0.6788104255790132,0.4352208835659815,0.44721359549995787,0.44721359549995787,1.9782538558422738,-0.4486014977534935,-2.123128734217083,2.2193181832311257,-0.447213595499958,0.44721359549995787,0.447213595499958,-0.4472135954999579,0.4472135954999579,0.44721359549995787
0.4472135954999579,-0.7957631561767012,-0.6978188878066579,0.7964048589367931,-2.235569101142019,0.43734601394713174,0.44721359549995787,-0.5338499875185783,-0.4486014977534935,0.694435997448072,-0.447213595499958,2.2360679774997902,0.44721359549995787,0.44611364752664007,-0.4377811191723334,0.4472135954999579,0.44437212041099255
0.4472135954999579,-0.6630156705303724,-0.7071067811865476,0.6794179697417858,0.4303801918956691,0.44721359549995787,0.44721359549995787,1.9849161831235,-0.4486014977534935,-2.1094607977193642,2.23606797749979,-0.446161435282865,0.44721359549995787,0.447213595499958,-0.4472135954999579,0.4454280993680587,0.43814658853252064
0.4411040448700652,-0.799823731374689,-0.7026112063423463,0.7911848615486292,-2.2351623293658367,0.4389494323164865,0.44721359549995787,-0.5214247228107909,-0.4486014977534935,0.6930485586772727,-0.44122263430659303,2.2360679774997902,0.44721359549995787,0.44451472444174134,-0.4472135954999579,0.44251073146680464,0.44721359549995787
0.4472135954999579,-0.8043359274534767,-0.7071067811865476,0.7964048589367931,-2.232108964612452,0.44721359549995787,0.44721359549995787,-0.5327636006887292,-0.4486014977534935,0.6878699058001246,-0.447213595499958,2.2360679774997902,0.44721359549995787,0.447213595499958,-0.4472135954999579,0.4472135954999579,0.4355514235551258
