RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.03480636207584616,0.02702341678498023,0.02860647509860167,0.022061049361940907
0.04539785638524747,0.031402072264226394,0.03454651113880838,0.025242987176576012
0.0303119287741634,0.02727578274194707,0.02489594220752633,0.021957698192293366
0.038461601890866226,0.036820623132271364,0.029433130196527543,0.02815263028592833
0.04829403583707674,0.03823649329046788,0.03653092912164109,0.028859704470986663
0.03151071616573951,0.030681888185908356,0.02582274097788141,0.024444894455363003
0.04927030063751722,0.03764860468362104,0.03717541061184236,0.029416054101889882
0.035030313345194145,0.03577516996300231,0.027518874050054303,0.027509660955333273
0.03498764938578482,0.026584697762299044,0.028387912935517724,0.021558926477226424
0.03105217112573427,0.029015595293984932,0.0255242232521104,0.023141425226188735
