,C_x,dx/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,y{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,"d^2x/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",x{power: 1.0} * dx/dx0{power: 1.0}_x,d^2x/dx0^2{power: 1.0} * y{power: 1.0}_x,C_y,d^2y/dx0^2{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,x{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,dx/dx0{power: 1.0}_y
0,4.1599642474950505e-05,-1.0,0.40794552657204775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012299889512847214,-1.0,-0.00021135180066055893,-4.802973602802693e-09,0.0,0.0,0.0,0.0,0.0,0.0
1,5.660927371817133e-05,0.0,0.0,0.0,-0.00010520526771790628,-1.0,0.0,0.0,0.0,0.0,0.0,0.00010034851948880876,-1.0,-0.0001756249597646171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,5.660927371817133e-05,0.0,0.0,0.0,-0.00010520526771790628,-1.0,0.0,0.0,0.0,0.0,0.0,-7.247115072491333e-07,0.0,0.0,2.1664652717214026e-09,0.5699859796693588,-1.0,0.0,0.0,0.0,0.0
3,4.1599642474950505e-05,-1.0,0.40794552657204775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0940353277866469e-05,-1.0,0.0,0.0,0.0,0.0,0.0,-2.0655041028716823e-05,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-9.766822951424088e-06,0.5462808182121422,0.0,0.0,1.760404069839613e-05,0.0,0.0,0.0,0.0,-1.0,0.0,6.461769950065862e-07,0.0,0.0,0.0,0.5407676970736005,0.0,0.0,0.0,-1.0,0.0
6,9.074963014983964e-07,0.0,0.0,-1.9663356806843446e-09,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0011294112876251627,0.0,0.001947753808271851,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
7,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015025172903653653,0.0,0.00258936162957117,0.0,0.0,-1.0,0.0,0.0,0.0,0.15556786127028369
