,C_x,dx/dx0{power: 1.0}_x,x{power: 1.0}_x,y{power: 1.0}_x,y{power: 1.0} * dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",d^2x/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,x{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0} * y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,y{power: 1.0}_y,dx/dx0{power: 1.0}_y,"dy/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_y",x{power: 1.0} * y{power: 1.0}_y
0,-0.0059768245577678045,-1.0,-0.0025334776312630506,0.010815713327007282,0.0,0.0,0.0,0.0021863404406816038,-1.0,-0.00509564431121994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-9.214714729083258e-05,0.6406720843295663,0.0,0.00014629210144038969,-1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-9.214714729083258e-05,0.6406720843295663,0.0,0.00014629210144038969,-1.0,0.0,0.0,0.0021863404406816038,-1.0,-0.00509564431121994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,-9.214714729083258e-05,0.6406720843295663,0.0,0.00014629210144038969,-1.0,0.0,0.0,-1.4199878634716039e-06,0.65669985710988,0.0,2.1416249857251095e-09,-1.0,0.0,0.0,0.0,0.0,0.0
4,-0.005976824557767805,-1.0,-0.002533477631263053,0.010815713327007282,0.0,0.0,0.0,-1.4199878634716039e-06,0.65669985710988,0.0,2.1416249857251095e-09,-1.0,0.0,0.0,0.0,0.0,0.0
5,3.787657762403865e-05,0.0,-8.936773740661492e-05,0.0,0.0,1.0342394292764993e-09,-1.0,6.665501242710529e-05,0.0,0.0,0.0,0.0,-1.0,-0.00010251552859805232,0.0,0.0,0.0
6,-0.005976824557767805,-1.0,-0.002533477631263053,0.010815713327007282,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-2.8985355793125686e-06,0.6496766444426787,1.4490042614052834e-05,0.0,-1.0,0.0,0.0,1.8893928058385956e-05,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,-6.921498354348695e-05
