,C_x,dx/dx0{power: 1.0}_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,x{power: 1.0}_x,y{power: 1.0}_x,dy/dx0{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,d^2y/dx0^2{power: 1.0} * y{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,dx/dx0{power: 1.0}_y,y{power: 1.0}_y,x{power: 1.0} * dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y","x{power: 1.0} * cos{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y,x{power: 1.0}_y
0,-5.937828944801655e-05,-1.0,1.5794004821409482,9.069561498994541e-05,0.0,0.0,0.0,0.0,4.379441479140844e-05,-1.0,0.3983603572431369,0.0,0.0,0.0,0.0,0.0,0.0
1,-2.382929984490449e-06,-1.0,1.5822304315797768,0.0,0.0,0.0,0.0,0.0,4.379441479140844e-05,-1.0,0.3983603572431369,0.0,0.0,0.0,0.0,0.0,0.0
2,-5.937828944801655e-05,-1.0,1.5794004821409482,9.069561498994541e-05,0.0,0.0,0.0,0.0,-3.2169189124987064e-06,0.6350856787249494,0.0,0.0,-1.0,5.768702641066854e-09,0.0,0.0,0.0
3,-7.657283509125323e-05,-1.0,0.0,0.0,0.0,1.4538431148125515,0.0,0.0,4.379441479140844e-05,-1.0,0.3983603572431369,0.0,0.0,0.0,0.0,0.0,0.0
4,-2.1294455382484027e-06,-1.0,1.5829536923968854,0.0,0.0,0.0,1.2667352156657155,0.0,4.379441479140844e-05,-1.0,0.3983603572431369,0.0,0.0,0.0,0.0,0.0,0.0
5,-5.937828944801655e-05,-1.0,1.5794004821409482,9.069561498994541e-05,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-2.053699984999608e-06,-1.0,1.5829897533534467,0.0,0.0,0.0,0.0,5.06869414933476,4.379441479140844e-05,-1.0,0.3983603572431369,0.0,0.0,0.0,0.0,0.0,0.0
7,-2.053699984999608e-06,-1.0,1.5829897533534467,0.0,0.0,0.0,0.0,5.06869414933476,-7.293773684614116e-06,0.6300140975907709,0.0,3.331356975541678e-05,-1.0,0.0,0.0,0.0,0.0
