,y{power: 1.0}_x,dx/dx0{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,"dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,"dx/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x","t{power: 1.0, dim: 0.0}_x",C_y,dy/dx0{power: 1.0}_y,x{power: 1.0}_y,y{power: 1.0} * dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y","dx/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y","dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",y{power: 1.0}_y,dx/dx0{power: 1.0}_y
0,5.014695799188921e-05,0.5435338376409459,-2.4068691042221984e-05,-1.0,0.0,0.0,0.0,0.0,0.0,1.886911555033073e-08,-1.0,0.0,1.8048207832903225,0.0,0.0,0.0,0.0,0.0
1,5.0146957991308356e-05,0.5435338376409486,-2.4068691042053516e-05,-1.0,0.0,0.0,0.0,0.0,0.0,-9.781674237450427e-06,0.5557911499222632,3.657983408407511e-05,-1.0,0.0,0.0,0.0,0.0,0.0
2,5.014695799188921e-05,0.5435338376409459,-2.4068691042221984e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0023762206835322487,-1.0,-0.00852561931660511,0.0,-1.5385397782346306e-07,0.0,0.0,0.0,0.0
3,-1.9092419330952101e-07,0.0,1.1293481948377973e-07,0.0,0.0,-1.0,0.0,0.0,0.0,0.0023762206835322487,-1.0,-0.00852561931660511,0.0,-1.5385397782346306e-07,0.0,0.0,0.0,0.0
4,-9.776373952425269e-08,0.0,9.428863174735749e-08,0.0,0.0,0.0,-1.4302710393139044e-07,-1.0,0.0,-9.781674237450427e-06,0.5557911499222632,3.657983408407511e-05,-1.0,0.0,0.0,0.0,0.0,0.0
5,0.0,0.5446953957885585,2.406521765207613e-06,-1.0,0.0,0.0,0.0,0.0,3.949264935403689e-09,-2.6293329150671132e-08,0.0,0.0,0.0,6.188778814324406e-11,0.0,-1.0,0.0,0.0
6,-9.776373952425269e-08,0.0,9.428863174735749e-08,0.0,0.0,0.0,-1.4302710393139044e-07,-1.0,0.0,0.0001244279486429391,-1.0,0.0,0.0,-1.385609488284683e-07,0.0,0.0,0.0,0.0
7,-1.1486047116530316e-07,0.0,6.609032428668566e-08,0.0,0.0,0.0,0.0,-1.0,0.0,0.0012602283498126276,0.0,-0.004623738525249335,-1.0,0.0,0.0,0.0,0.0,0.14669403232744752
