,"t{power: 1.0, dim: 0.0}_x",y{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,dx/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,x{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_x,x{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,C_y,dy/dx0{power: 1.0}_y,"dy/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0} * y{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0} * d^2x/dx0^2{power: 1.0}_y,dx/dx0{power: 1.0} * dy/dx0{power: 1.0}_y
0,4.4784206183066115e-07,-0.005889364101019474,0.003970505376934611,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010018637836425356,0.0,-0.00023608244270758848,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
1,4.4784206183066115e-07,-0.005889364101019474,0.003970505376934611,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.12449141869881e-08,0.0,8.507247711485566e-09,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
2,4.4784206183066115e-07,-0.005889364101019474,0.003970505376934611,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00010133136145771049,0.7146252088703727,0.0,-1.0,0.0001431802674226388,0.0,0.0,0.0
3,1.3637538558900286e-07,0.0,-4.7254649378389656e-05,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-3.12449141869881e-08,0.0,8.507247711485566e-09,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
4,3.880292448509898e-07,0.0,-0.00011959034105772618,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.41855011547068e-12,0.0,0.0,0.0,6.780631357375248e-12,0.0,-1.0,0.0
5,-4.353573022786787e-11,0.0,5.2318537499940714e-09,0.0,0.0,0.0,0.0,0.28631991695765263,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
6,3.880292448509898e-07,0.0,-0.00011959034105772618,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0010018637836425356,0.0,-0.00023608244270758848,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
