,y{power: 1.0}_x,dx/dx0{power: 1.0}_x,C_x,y{power: 1.0} * dx/dx0{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0} * dy/dx0{power: 1.0}_x,d^2x/dx0^2{power: 1.0} * d^2y/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",d^2x/dx0^2{power: 1.0}_y,"dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,dx/dx0{power: 1.0}_y,x{power: 1.0}_y,y{power: 1.0} * d^2y/dx0^2{power: 1.0}_y
0,-0.00010331100621820359,0.764389297092612,7.714149757931882e-05,-1.0,0.0,0.0,0.0,0.0,0.0,-0.00010476250920583358,-1.0,6.697358268309665e-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.00010331100621810368,0.7643892970926109,7.71414975794013e-05,-1.0,0.0,0.0,0.0,0.0,0.0,4.376092569785027e-11,0.0,3.363004880672922e-13,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,3.684507150414499e-05,0.0,0.0,0.0,0.0,-4.883228036786847e-05,-1.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-4.557627737390206e-07,0.0,6.505883703714165e-10,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0
4,0.0,-1.0,-0.0003440901733800338,0.0,0.0,0.0,3.417564661450931e-07,0.0,0.0,2.201241956827442e-05,0.7343029393306713,0.0,0.0,0.0,-3.1045645354302826e-05,0.0,-1.0,0.0,0.0,0.0
5,-0.00010331100621810368,0.7643892970926109,7.71414975794013e-05,-1.0,0.0,0.0,0.0,0.0,0.0,2.201241956827442e-05,0.7343029393306713,0.0,0.0,0.0,-3.1045645354302826e-05,0.0,-1.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0469506880054534e-06,0.7342861281044085,0.0,0.0,0.0,0.0,0.0,-1.0,0.0034021466960842198,0.0,0.0
7,-0.00010331100621820359,0.764389297092612,7.714149757931882e-05,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0511939612111961e-07,0.0,0.0,0.0,0.0,0.0,0.7332252667867608,0.0,0.0,1.9565446337614266e-07,-1.0
