,x{power: 1.0}_x,y{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0}_x,d^2x/dx0^2{power: 1.0} * dx/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,y{power: 1.0}_y,x{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y"
0,0.0020684812135411974,0.0028292553544397602,-0.0026335918508940837,-1.0,0.0,0.0,0.0,0.724687802321078,-9.057075447391527e-06,-1.0,1.2603490458501147e-05,0.0,0.0,0.0
1,0.0,0.008254091714802536,-0.0059869920003525305,0.0,0.0,-1.0,0.0,0.724687802321078,-9.057075447391527e-06,-1.0,1.2603490458501147e-05,0.0,0.0,0.0
2,0.0,-1.076620496935432e-06,1.0464993208486935e-06,-1.0,0.0,0.28082474213280206,0.0,0.724687802321078,-9.057075447391527e-06,-1.0,1.2603490458501147e-05,0.0,0.0,0.0
3,-0.00018335306451622234,0.0,5.151835806663364e-05,0.0,-1.0,0.0,0.0,0.0,0.005638195216148038,-1.0,-0.00295166615721571,-0.012378388284478428,0.0,0.0
4,0.0,0.008254091714802536,-0.0059869920003525305,0.0,0.0,-1.0,0.0,0.0,3.777763207057327e-05,-1.0,0.0,0.0,52.313126912137136,-7.908698394095896e-08
