,C_x,"dx/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",dy/dx0{power: 1.0}_x,y{power: 1.0} * dy/dx0{power: 1.0}_x,dx/dx0{power: 1.0}_x,d^2x/dx0^2{power: 1.0} * y{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,y{power: 1.0}_x,"y{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0} * dy/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",y{power: 1.0} * x{power: 1.0}_y,y{power: 1.0}_y,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_y,"d^2x/dx0^2{power: 1.0} * cos{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y
0,1.5895872786538427e-09,-1.0,0.0,-2.442363383546806e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014276072991612805,-1.0,0.0,-5.10962231423513e-07,0.0,0.0,0.0,0.0,0.0
1,1.816060250135069e-07,0.0,0.0,0.0,0.7832524371713727,-0.05549137752494826,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000863584812295686,-1.0,0.0,0.0,0.0029184959017590725,0.0,0.0,0.0,0.0
2,-0.00016042460406237607,0.0,0.0,0.0,0.0,0.0,-1.0,25.47264942834123,0.0,0.0,0.0,0.0,0.0,3.821745181183704e-07,0.0,0.0,0.0,-1.3080586643339076e-06,0.0,-1.0,0.0,0.0
3,1.816060250135069e-07,0.0,0.0,0.0,0.7832524371713727,-0.05549137752494826,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,9.70549362067169e-09,0.0,0.0,0.0,0.0,-0.0005239287703203146,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.821745181183704e-07,0.0,0.0,0.0,-1.3080586643339076e-06,0.0,-1.0,0.0,0.0
5,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.821745181183704e-07,0.0,0.0,0.0,-1.3080586643339076e-06,0.0,-1.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,3.821745181183704e-07,0.0,0.0,0.0,-1.3080586643339076e-06,0.0,-1.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-0.000863584812295686,-1.0,0.0,0.0,0.0029184959017590725,0.0,0.0,0.0,0.0
