,dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",C_x,"dx/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,d^2x/dx0^2{power: 1.0} * y{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0}_y,x{power: 1.0}_y,C_y,"dy/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0} * y{power: 1.0}_y,y{power: 1.0}_y,"dy/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_y","t{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0} * dx/dx0{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,"d^2y/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_y"
0,409.4926044749836,0.00025339993705506214,-0.10595974093278343,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1625542414904697,-0.3523759868310373,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,8.319823136318947e-06,0.0,-2.4212326214346512e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7244533032167729,4.60879005535286e-05,-1.4731452038906051e-05,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7213899355870955,0.0,-0.00017444282599014775,0.0,-1.0,0.00024433611329608746,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-5.68244755466396e-09,0.0,0.0,0.0,-1.0,3.347740455213588e-11,0.0,0.0,0.0
4,0.0,0.0,-8.010323208514928e-07,0.0,0.0,0.7174637500655181,0.0,0.0,1.089388921218739e-06,0.0,-1.0,0.0,0.7244533032167729,4.60879005535286e-05,-1.4731452038906051e-05,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
5,-1.0,-5.886460547162678e-07,0.0002600445794144505,0.002330039614906661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7244533032167729,4.60879005535286e-05,-1.4731452038906051e-05,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
6,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0017227589042302005,-0.0004981131123359973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1625542414904697,-0.3523759868310373,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
