RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.06175323036086253,0.044567351839570585,0.04606044542911781,0.037433964713703013
0.0398581513214708,0.05395476050165419,0.030342945350985282,0.0408637079101339
0.0654883846575601,0.06068277594377501,0.0443696707836622,0.04874024850188657
0.03777003604956144,0.12263074890655834,0.027995254126745642,0.07838576898410503
0.05550966986526956,0.06983487568648901,0.04077021765871242,0.05002204956895347
0.15577969740669842,0.06271817695809069,0.09064433694975295,0.0477389257794728
0.03769189073934737,0.05177432076198246,0.028552907829878765,0.04166324805575992
0.03625536125650188,0.057659040523877436,0.028204482369580834,0.04697544063279408
0.0441836219541287,0.04223648658052094,0.03333338228439247,0.03398514586694803
0.07907485700003172,0.05278429688210177,0.056665115900836796,0.042348248304780435
0.03191901770888876,0.05297268500350629,0.024564523106460616,0.04201627125355278
0.03223330432172958,0.10425876928001544,0.02441038864021769,0.07201580559419181
