RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.02997019800492738,0.024090424786879745,0.02354636672304198,0.018834601476639387
0.029070242585450344,0.024399467696370695,0.022875376989480424,0.019136047104664853
0.031003666895763046,0.0245186987292233,0.024825305779408044,0.01915133744960374
0.02856070608639367,0.024035295669440404,0.022084469504381758,0.018833327153579354
0.11530992534030768,0.024049605265253127,0.069735120628187,0.018941605549424263
0.028893223665871735,0.023839459181519716,0.022595718935725418,0.018670276306468187
0.028708139005962634,0.024077237114112474,0.022266334102020776,0.018694074365729375
0.02843455079480911,0.024036645910085374,0.021893693352355744,0.018895140026188025
0.028529692307746622,0.024103878964864274,0.022043109538394907,0.018895979146179194
0.030491318118562222,0.023914551132237997,0.024307100014445904,0.018821468539872634
