,C_x,dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",y{power: 1.0}_x,x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,"d^2x/dx0^2{power: 1.0} * t{power: 1.0, dim: 0.0}_x",y{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,dx/dx0{power: 1.0}_y,x{power: 1.0}_y,y{power: 1.0}_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y
0,-0.010350452586364415,-1.0,-1.9446909973231414e-06,0.019859155774472333,0.0,0.0,0.0,0.0,0.002475793990999098,-1.0,0.24439106830276666,-0.009114272474686928,0.0,0.0,0.0
1,0.024190980032518797,0.0,0.0,0.0,-0.09205903491807273,0.0,-1.0,0.0,0.00250504095564055,-1.0,0.0,-0.009220733703679927,0.0,0.0,0.0
2,-9.958281007536087e-07,0.0,0.0,0.0,3.714887454042458e-06,0.5536943863446959,0.0,-1.0,-2.021194107779219e-05,0.5606297014288649,0.0,7.477892404430286e-05,0.0,-1.0,0.0
3,8.264718520203655e-05,0.0,0.0,0.0,-0.000314761637065259,-1.0,0.0,0.0,0.00250504095564055,-1.0,0.0,-0.009220733703679927,0.0,0.0,0.0
4,0.024190980032518797,0.0,0.0,0.0,-0.09205903491807273,0.0,-1.0,0.0,-2.021194107779219e-05,0.5606297014288649,0.0,7.477892404430286e-05,0.0,-1.0,0.0
5,8.264718520203655e-05,0.0,0.0,0.0,-0.000314761637065259,-1.0,0.0,0.0,-2.021194107779219e-05,0.5606297014288649,0.0,7.477892404430286e-05,0.0,-1.0,0.0
