RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.03048337097481883,0.024590484253905313,0.02451691343079529,0.019323248562235603
0.028959015916958073,0.024855680500803324,0.022621585706572477,0.01958240024891064
0.02831855542347179,0.02237675586057847,0.022425341985684074,0.017840153053511505
0.02849090435921696,0.0230908275695779,0.022303743551408017,0.018575750128599165
0.02849759673487565,0.02384251737360421,0.022386958932922318,0.018970753078400317
0.030221187501800337,0.023221007055465738,0.02419256890379084,0.018416768041419
0.030639429958511065,0.02467571272328887,0.024412350956178542,0.019400506554735537
0.03034057189361392,0.022436932225376353,0.024123709849327473,0.01788116700728577
0.030565024845279253,0.021434739690885923,0.024418451744953055,0.01711721731936288
0.027829930136089604,0.0216857558853019,0.022129109831589864,0.017119530999991365
