y{power: 1.0}_x,C_x,dx/dx0{power: 1.0}_x,x{power: 1.0}_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,dy/dx0{power: 1.0} * x{power: 1.0}_x,dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",C_y,"dy/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y,y{power: 1.0}_y,x{power: 1.0} * d^2y/dx0^2{power: 1.0}_y,x{power: 1.0}_y,x{power: 1.0} * dy/dx0{power: 1.0}_y
-1.401893365667119,1.4053846309908518,1.412975390496447,0.49601468656686315,-1.4142135623730951,-0.4472135954999579,-0.7088914868412504,-0.7148111810211167,0.7140439601057172,0.7071067811865475,2.23606797749979,-2.225385240607713,-2.2360679774997894,0.484109646032851,-0.4472135954999579
0.6367535662025346,-0.6444240400892686,-0.7071067811865475,0.4125412685581604,0.7031938707212385,-0.4472135954999579,1.4142090464440167,1.4141698470749202,-1.4073206168327603,-1.4142135623730951,-0.447213595499958,0.44721359549995804,0.44721359549995787,0.4892717587244904,-0.4472135954999579
0.6327936855822248,-0.6412125452598092,-0.7071067811865475,0.4002191292226263,0.6954856146927225,-0.4472135954999579,1.4142090464440167,1.4094441156581896,-1.413755277465729,-1.4106303289475184,-0.4444971714041583,0.44721359549995804,0.44721359549995787,0.4897423480758544,-0.43981683820874395
0.628186639370866,-0.6457412440773854,-0.7071067811865475,0.4130769727946495,0.7071067811865475,-0.4472135954999579,1.4142090464440167,1.4141698470749202,-1.413755277465729,-1.4115480843187467,-0.447213595499958,0.44721359549995804,0.44721359549995787,0.4897423480758544,-0.44319622482306037
0.6278753707814347,-0.6544937918997524,-0.7071067811865475,0.4149321565817862,0.7031852526681224,-0.4472135954999579,1.4060961667271208,1.4141698470749202,-1.413755277465729,-1.4142135623730951,-0.447213595499958,0.44721359549995804,0.43124440110648254,0.4897423480758544,-0.4448575416111496
-1.401893365667119,1.4053846309908518,1.414213562373095,0.49601468656686315,-1.4115401852848617,-0.4472135954999579,-0.7061940862856276,-0.7093382883265196,0.6719068494132453,0.7071067811865475,2.23606797749979,-2.2360679774997902,-2.2355572871094482,0.48962809410259445,-0.4472135954999579
-1.3944001711956469,1.3991474392941996,1.414213562373095,0.49601468656686315,-1.4142135623730951,-0.4472135954999579,-0.7088914868412504,-0.7156856353255685,0.6965747005101306,0.7071067811865475,2.23606797749979,-2.2360679774997902,-2.2360679774997894,0.4858767935375148,-0.4472135954999579
-1.401893365667119,1.4026757890161112,1.414213562373095,0.49601468656686315,-1.4136291556752498,-0.4472135954999579,-0.7045954991074109,-0.7035724977248242,0.6955120253266556,0.7071067811865475,2.23606797749979,-2.235643594917803,-2.2360679774997894,0.4897423480758544,-0.4472135954999579
-1.401893365667119,1.4053846309908518,1.4133673711533856,0.49601468656686315,-1.4142135623730951,-0.4472135954999579,-0.7078755548266054,-0.7091930199513491,0.6758229061695639,0.702749407331546,2.2317361736379326,-2.2360679774997902,-2.2342196020167195,0.4878685084856059,-0.4472135954999579
0.6237729928168053,-0.6463139617149724,-0.7071067811865475,0.4062443079420188,0.7071067811865475,-0.4472135954999579,1.408249533059884,1.4083855175356643,-1.413755277465729,-1.4142135623730951,-0.447213595499958,0.4430121932635655,0.44721359549995787,0.4844515617349375,-0.4472135954999579
