,dx/dx0{power: 1.0}_x,C_x,"t{power: 1.0, dim: 0.0} * dx/dx0{power: 1.0}_x","t{power: 1.0, dim: 0.0}_x",y{power: 1.0}_x,y{power: 1.0} * dx/dx0{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_x,dy/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_y,x{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0} * d^2y/dx0^2{power: 1.0}_y
0,321.38356319566924,0.037352615169919855,-1.0,-0.0001546949802859707,0.0,0.0,0.0,0.0,0.0,0.8296484886690225,-0.0003376342420879344,0.00027828912061944713,-1.0,0.0,0.0,0.0,0.0
1,-1.0,-0.0001645997375696394,0.0,0.0,0.0002127318768541153,1.347060621404531,0.0,0.0,0.0,-1.0,-0.007317789174460074,0.005718718738968528,0.0,0.0,0.0,0.0,0.0
2,-1.0,-0.0011467945462453936,0.0,0.0,0.0015461582024446983,0.0,0.0,0.0,0.0,0.8296484886690225,-0.0003376342420879344,0.00027828912061944713,-1.0,0.0,0.0,0.0,0.0
3,-1.0,-0.0011467945462453936,0.0,0.0,0.0015461582024446983,0.0,0.0,0.0,0.0,-1.0,-0.007317789174460074,0.005718718738968528,0.0,0.0,0.0,0.0,0.0
4,0.0,1.8074556545367298e-06,0.0,-6.365783384494485e-09,0.0,0.0,-1.0,0.0,0.0,-1.0,0.0,-0.005691976794095657,0.0,0.0,0.005990059729214242,2.7107649176881732e-06,0.0
5,0.0,-0.0029651467304833245,0.0,0.0,0.0010319054684561578,-1.0,0.0,0.0026347199530175978,0.0,0.8296484886690225,-0.0003376342420879344,0.00027828912061944713,-1.0,0.0,0.0,0.0,0.0
6,0.0,0.0001255369314134676,0.0,0.0,0.0,0.0,-1.0,-0.00015042073349045388,0.0,-1.0,0.0,-0.00043899554801327573,0.0,0.0,0.0,9.387768186031605e-08,0.0
7,0.0,-0.0029651467304833245,0.0,0.0,0.0010319054684561578,-1.0,0.0,0.0026347199530175978,0.0,0.0,3.2908003593756256e-08,-3.3292702770340225e-08,0.0,0.0,7.925773588451942e-09,0.0,-1.0
