,"t{power: 1.0, dim: 0.0}_x",C_x,dx/dx0{power: 1.0}_x,y{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,x{power: 1.0}_y,C_y,d^2y/dx0^2{power: 1.0}_y,dy/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",x{power: 1.0} * d^2y/dx0^2{power: 1.0}_y
0,-1.7399100079439015e-07,-0.002758613212114284,-1.0,0.006343818749312618,0.0,0.0,0.0,4.9249121935086664e-05,-3.5321881221224114e-05,-1.0,0.0,0.0,0.0,0.0,0.0
1,0.0,-0.002613073595232564,-1.0,0.005864765319341775,0.0,0.0,0.0,4.9249121935086664e-05,-3.5321881221224114e-05,-1.0,0.0,0.0,0.0,0.0,0.0
2,-1.7399100079439015e-07,-0.002758613212114284,-1.0,0.006343818749312618,0.0,0.0,0.0,0.0,2.641448397408408e-05,0.0,0.43223988760190307,-1.0,-6.209520682052268e-05,0.0,0.0
3,0.0,-0.004911830665069894,-1.0,0.011205923632395379,0.0,36.675485899178994,0.0,0.0,1.8356521397257825e-06,-1.0,0.0,0.0,0.0,-4.642361735512545e-09,0.0
4,-1.7399100079439015e-07,-0.002758613212114284,-1.0,0.006343818749312618,0.0,0.0,0.0,6.361185939666875e-07,-4.424939676620451e-07,0.7157657893514632,0.0,0.0,0.0,0.0,-1.0
5,0.0,-8.429396468540908e-05,0.7143063598807392,0.00019538887953149725,0.0,0.0,-1.0,3.396786251668911e-05,2.8939088537733767e-05,-1.0,0.0,0.0,-0.00012414574574282688,0.0,0.0
