"t{power: 1.0, dim: 0.0}_x",x{power: 1.0}_x,C_x,d^2x/dx0^2{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0}_x,"dx/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",x{power: 1.0} * dx/dx0{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0}_x,"x{power: 1.0} * cos{power: 1.0, dim: 0.0}_x","x{power: 1.0} * t{power: 1.0, dim: 0.0}_x",C_y,dy/dx0{power: 1.0}_y,x{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,y{power: 1.0}_y,dx/dx0{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,d^2y/dx0^2{power: 1.0} * x{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y","x{power: 1.0} * cos{power: 1.0, dim: 0.0}_y"
0.0,-0.00027590374364835484,0.0002696859361442,-0.9985994328235506,0.0,0.003290496831603032,-0.0029545883945362697,0.0,0.0,-0.0002867453829731862,0.0,0.0,2.644180953921971e-05,-1.0,-0.0002279522875281258,1.0247092358394132,-1.8259289852067563e-06,0.0,-0.004249924170413712,0.0,0.0,0.0,0.0
