"t{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,d^2x/dx0^2{power: 1.0} * x{power: 1.0}_x,x{power: 1.0}_x,"dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0} * dy/dx0{power: 1.0}_x,"d^2x/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_x","dx/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x",dy/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_y,y{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y","dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",x{power: 1.0}_y,dx/dx0{power: 1.0}_y
5.114868507682557e-09,0.9519155105426635,-1.4764921033044118e-06,-1.0,0.0026266090235923935,0.0,-7.766202244947398e-08,-0.0014286992918176515,0.0,0.0,0.0,0.0,0.956906358024346,2.5819700554782873e-05,-9.509436743558494e-06,-0.997707713810311,0.0,3.647637259764856e-11,-0.0009045162576429695,-1.1561765183944833e-06,3.0394932174950823e-05
