dx/dx0{power: 1.0}_x,x{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,dy/dx0{power: 1.0} * dx/dx0{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,"dx/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x","t{power: 1.0, dim: 0.0} * x{power: 1.0}_x",d^2x/dx0^2{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",y{power: 1.0}_x,x{power: 1.0}_y,C_y,dy/dx0{power: 1.0}_y,dx/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,d^2y/dx0^2{power: 1.0} * x{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,y{power: 1.0}_y,"y{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0} * dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y","dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y"
0.9555857204210014,-4.807841480738222e-05,4.402039822042906e-05,-0.9988268340507415,-9.982264068372777e-05,0.0,0.0,1.6305411108626475e-10,-0.002885913848290118,1.0073962449755231e-10,0.0,-0.009535890637880342,0.008997935057951597,-0.9980114964828313,0.4473266616893322,-0.0016735454208549943,0.0006304737968385896,0.0,0.0,-6.675379282461293e-08,-7.969526551692876e-17,0.0,0.0,-0.0016856927600068167
