,y{power: 1.0}_x,"dx/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x",C_x,dx/dx0{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,"dy/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x",dy/dx0{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,dx/dx0{power: 1.0}_y,x{power: 1.0}_y,"dy/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y,y{power: 1.0} * d^2y/dx0^2{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0} * dy/dx0{power: 1.0}_y",d^2x/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y"
0,-0.0025839345654124412,0.0017849106003317726,0.0020508529861183854,-1.0,0.0,0.0,0.0,-0.0008230133398825622,-1.0,0.17236086652825802,0.002380826515022883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.0025839345654124412,0.0017849106003317726,0.0020508529861183854,-1.0,0.0,0.0,0.0,3.628170166970672e-08,0.0,0.0,-8.835042380057979e-08,-1.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.0025839345654124412,0.0017849106003317726,0.0020508529861183854,-1.0,0.0,0.0,0.0,-7.797111549702501e-07,0.0,0.0,0.0,0.0,0.7573193985819214,-1.0,9.748569312827103e-07,0.0,0.0,0.0
3,-0.0003527146256367744,0.0,0.00027879407291806575,-1.0,1.2791172597224787,0.0,0.0,-0.00018561885694877984,-1.0,0.0,0.0004370559171799602,0.0,0.0,0.0,0.0,0.0026420861742554977,0.0,0.0
4,0.0,0.0,-0.00010225341926077115,-1.0,0.0,-0.00032767251581126565,1.1677104417206021,0.0001650587496426483,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.020864295643249e-07
