,C_x,dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",y{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,y{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,x{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_y,C_y,dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y
0,0.0072808825394637755,-1.0,0.0,-0.010300280033952855,0.0,0.0,0.0,0.010105830551378299,-0.0022530239836534745,-1.0,-4.325042504226963e-07,0.0
1,0.008754456768010063,-1.0,4.828448739970802e-07,-0.012712269241300492,0.0,0.0,0.0,0.010105830551378299,-0.0022530239836534745,-1.0,-4.325042504226963e-07,0.0
2,1.8140708225452658e-05,0.705831777951828,0.0,-2.8322922581351996e-05,-1.0,0.0,0.0,0.010105830551378299,-0.0022530239836534745,-1.0,-4.325042504226963e-07,0.0
3,9.191602052378824e-07,0.0,0.0,-1.3553791945506247e-06,0.0,0.35245244593708447,-1.0,0.007821414014602485,-0.0018906259245538922,-1.0,0.0,0.0
