,C_x,d^2x/dx0^2{power: 1.0} * y{power: 1.0}_x,x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0}_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,dx/dx0{power: 1.0}_y,x{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y
0,-7.597467535381297e-07,-1.0,2.8185900291005946e-06,0.5583143129810688,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
1,3.996245594323104e-06,0.0,-1.5398043314560296e-05,0.0,0.2600250705121395,-1.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
2,3.996245594323104e-06,0.0,-1.5398043314560296e-05,0.0,0.2600250705121395,-1.0,0.0018868793450459928,-1.0,0.0,-0.007061174843877868,0.0,0.0,0.0
3,7.867413796945837e-05,0.0,-0.00030219360464047443,-1.0,0.0,0.0,1.1984320168756457e-05,0.0,0.07778832360340894,0.0,0.0,-1.0,2.8278200348562623
