RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.03903115602741685,0.06434798090869333,0.030572380583217377,0.05486187708302867
0.16468591961454088,0.15337876306632733,0.13680905091057718,0.12632485779503064
0.038729303002518874,0.09195953293519785,0.030320372052374922,0.07314467904910268
0.03903614499671327,0.05206184859325664,0.03057316176047334,0.04199712900476025
0.12740956124904249,0.12130104576497612,0.10481816540373506,0.09573535202694182
0.12472517295507296,0.07420916554756316,0.09503267750347123,0.06331966262488213
0.03713447700475129,0.06965695562044262,0.028572965411620816,0.05345268983794764
0.051481774945088675,0.07428202786454209,0.04056251494588202,0.05773497695838029
0.03901734277180622,0.07707971445217202,0.03055615140886352,0.06419221921081908
0.13592383520937965,0.12371814085724073,0.11987179378923057,0.09356650790443523
0.051627666226365526,0.1194938192133856,0.042634248072336636,0.10200169415555714
0.039093732827678807,0.08364230827701306,0.030593296611159986,0.07210553261458802
