y{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,dx/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_x,x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0} * d^2y/dx0^2{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,dx/dx0{power: 1.0}_y,x{power: 1.0}_y,y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y"
0.0,3.5021694343546833e-05,-1.0,0.6843153995158244,0.0025386451153462507,-2.1544286934044833e-07,0.0,0.0,0.00010727062836647528,-0.002224109119667357,-1.0,0.4107619745667875,0.0032398698016598212,-2.2887004403021173e-06,0.0,-0.0021006986665196214,0.0
