RMSE_x,RMSE_y,CRPS_x,CRPS_y
0.028547202177838203,0.03621304861315375,0.023378369053357422,0.027933723652765113
0.026530018560569593,0.0379543151371903,0.02105358134709489,0.03055986753287253
0.027010695782904517,0.03763885503421099,0.02106808520768483,0.02990837230391635
0.029226219601676873,0.040770025988983424,0.023683679743656802,0.03277396735395968
0.02919164144776565,0.03961178764089301,0.023630995076939037,0.03164797868282706
0.02920763624279874,0.039027793773740216,0.023240690691375195,0.031101172939869748
0.028560478362547284,0.03856705981792945,0.02311272163274116,0.030628764193740013
0.026833263884830882,0.038108395508040224,0.021541999020034862,0.030516451730160182
0.027172019155778594,0.03396980101998561,0.021400110626074748,0.026618508952820516
0.029597371293149967,0.04557831069809418,0.02407931370097645,0.03547000949564778
