dy/dx0{power: 1.0}_x,y{power: 1.0}_x,C_x,"d^2x/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0} * x{power: 1.0}_x,x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,x{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,y{power: 1.0} * dx/dx0{power: 1.0}_x,"t{power: 1.0, dim: 0.0} * sin{power: 1.0, dim: 0.0}_x",d^2y/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,y{power: 1.0}_y,x{power: 1.0} * dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",d^2x/dx0^2{power: 1.0}_y,"dy/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_y",x{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,dy/dx0{power: 1.0} * d^2x/dx0^2{power: 1.0}_y,d^2y/dx0^2{power: 1.0} * x{power: 1.0}_y
0.0,6.111450183621242e-09,1.5247883944041983e-07,-1.0,0.006058801206371153,-1.420984975396348e-11,0.0015552962823023825,-8.34157951171445e-08,0.0,0.0019446461147878426,0.0,0.0,0.0,-3.8775988112363755e-05,-0.9980636777518512,8.506801237661408e-05,1.1999810093041337,0.0,0.0,-0.00034316696471516854,2.1188467216640838e-07,-0.0023680437701469295,0.0,0.0
