dx/dx0{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,x{power: 1.0}_x,d^2x/dx0^2{power: 1.0} * x{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,"dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",d^2y/dx0^2{power: 1.0} * y{power: 1.0}_x,y{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",C_y,dy/dx0{power: 1.0}_y,y{power: 1.0}_y,"dy/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_y","dy/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_y",x{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0} * x{power: 1.0}_y,d^2x/dx0^2{power: 1.0}_y,"dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",dx/dx0{power: 1.0}_y
0.7258686136065741,0.00010733820016184453,-0.9957294644136756,-0.0001527510668763,-0.0005291226360734866,0.0,0.0,0.0,0.0,8.475317660850433e-10,0.0004711490563699,-1.0,-0.0016961009318879783,0.0022003010515718,0.0,0.0002832365255969285,-0.0024151896014884128,5.648099967709659e-13,0.0,0.0,0.0,0.0
