,dx/dx0{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,y{power: 1.0}_x,PWM{power: 1.0}_x,"t{power: 1.0, dim: 0.0} * dx/dx0{power: 1.0}_x",dy/dx0{power: 1.0}_x,x{power: 1.0}_x,"dx/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_x","t{power: 1.0, dim: 0.0} * sin{power: 1.0, dim: 0.0}_x",C_y,dy/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",dx/dx0{power: 1.0}_y,x{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y
0,0.7544005263913067,2.98156742096979e-05,-1.0,-9.481769752078235e-05,0.0,0.0,0.0,0.0,0.0,0.0,-0.00026342278330160725,-1.0,1.6239685419557937e-07,0.5579581749364032,0.0,0.0
1,0.7544005263913067,2.98156742096979e-05,-1.0,-9.481769752078235e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0002019506470077008,0.7674437918413254,0.0,0.0,-0.0002640049441303471,-1.0
2,-1.0,-0.00010174511024043354,0.0,-0.0002773778405459196,0.0,0.0,0.0,0.0,0.0,0.0,0.0002019506470077008,0.7674437918413254,0.0,0.0,-0.0002640049441303471,-1.0
3,-1.0,0.0001551653204971783,0.0,0.0,0.0,0.0,1.1089608592340323,0.0,0.0,0.0,0.00012033916284060148,-1.0,0.0,0.5601642569040081,-0.000426954536197417,0.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-0.0002634227833014452,-1.0,1.6239685419565465e-07,0.5579581749364373,0.0,0.0
5,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.001534002926714239,0.0,5.174002478376334e-07,0.0,0.0014491864270832066,-1.0
