C_x,dx/dx0{power: 1.0} * dy/dx0{power: 1.0}_x,x{power: 1.0}_x,dx/dx0{power: 1.0}_x,"dx/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_x",d^2y/dx0^2{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,dy/dx0{power: 1.0}_x,x{power: 1.0} * dy/dx0{power: 1.0}_x,d^2y/dx0^2{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,x{power: 1.0}_y,C_y,dy/dx0{power: 1.0} * y{power: 1.0}_y,"dy/dx0{power: 1.0} * cos{power: 1.0, dim: 0.0}_y","t{power: 1.0, dim: 0.0} * dy/dx0{power: 1.0}_y","x{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",d^2y/dx0^2{power: 1.0}_y,d^2x/dx0^2{power: 1.0} * y{power: 1.0}_y,dx/dx0{power: 1.0}_y,dy/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,y{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y"
-9.179553052239624e-08,-1.0,0.0,-0.0019661313143359096,-0.0011859982310149328,0.0,0.0,0.00037830413244024886,0.0001007159392806382,0.0,-0.0005317888457566368,-0.0003454648315159,0.0002256376861236,-1.0,-0.0013578544609390156,0.0,-1.081014309011121e-07,0.0,0.0029517297502038528,0.0,0.0,0.0,0.0,8.841416523964042e-11
