,x{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",C_x,d^2x/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0}_x,dy/dx0{power: 1.0}_x,"x{power: 1.0} * cos{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0} * d^2y/dx0^2{power: 1.0}_x,dx/dx0{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,y{power: 1.0}_x,"dx/dx0{power: 1.0} * t{power: 1.0, dim: 0.0}_x",dx/dx0{power: 1.0} * x{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,dx/dx0{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0} * y{power: 1.0}_y,y{power: 1.0} * x{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y
0,-0.00047889341139337123,-9.838217078075455e-08,0.000401045195283418,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002634227833014452,-1.0,0.5579581749364373,1.6239685419565465e-07,0.0,0.0,0.0
1,0.0,0.0,0.0001551653204971783,0.0,-1.0,1.1089608592340323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.9643894493892307e-05,0.34934232884512495,0.0,8.674771317367252e-08,-1.0,0.0,0.0
2,0.0,0.0,-3.507683808789614e-10,-0.00010627496069103011,0.0,0.0,0.0,0.9397679374007595,-1.0,0.0,0.0,0.0,0.0,-2.9643894493850342e-05,0.3493423288451481,0.0,8.674771317345589e-08,-1.0,0.0,0.0
3,0.0,0.0,0.0001551653204971783,0.0,-1.0,1.1089608592340323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.526097294470562e-05,0.7660334112690992,0.0,0.0,0.0,-0.00017431738782626996,-1.0
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,-2.9643894493892307e-05,0.34934232884512495,0.0,8.674771317367252e-08,-1.0,0.0,0.0
5,0.0,0.0,-3.672934644517927e-06,0.0,0.7498858750614399,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,1.0064802072112662,7.045359200842713e-05,0.35123451940787215,0.0,0.0,-1.0,-0.00026232856258359623,0.0
