,C_x,dx/dx0{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",dy/dx0{power: 1.0}_x,d^2y/dx0^2{power: 1.0}_x,d^2x/dx0^2{power: 1.0}_x,x{power: 1.0}_x,y{power: 1.0} * x{power: 1.0}_y,C_y,d^2y/dx0^2{power: 1.0}_y,"t{power: 1.0, dim: 0.0}_y",dy/dx0{power: 1.0}_y,y{power: 1.0}_y,"x{power: 1.0} * t{power: 1.0, dim: 0.0}_y",dx/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,dx/dx0{power: 1.0} * d^2x/dx0^2{power: 1.0}_y
0,-1.2130556161064189e-05,-1.0,4.086022628147146,2.673490349432208e-08,0.0,0.0,0.0,0.0,-0.000340359102272862,4.3117389148906066e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,-0.00024375414958789505,-1.0,0.0,4.4166017630612136e-07,0.0,0.0,0.0,0.0,-0.000340359102272862,4.3117389148906066e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,-0.00040527266864725104,-1.0,0.0,7.646889724215053e-07,0.5465907821396345,0.0,0.0,0.0,-0.000340359102272862,4.3117389148906066e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7.582751196534024e-05,0.0,0.0,0.0,0.0,0.0,-1.0,-0.0001442792172049161,0.0,0.00029136121383948124,0.0,0.0,-1.0,0.0,-1.1198202624318475e-06,0.0,0.0,0.0
4,-0.00024375414958789505,-1.0,0.0,4.4166017630612136e-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0
5,-0.00024375414958789505,-1.0,0.0,4.4166017630612136e-07,0.0,0.0,0.0,0.0,0.0,0.00016079194620484272,0.0,-3.191744508873171e-07,0.0,0.0,0.0,0.0,-1.0,0.0
6,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.000340359102272862,4.3117389148906066e-05,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,-0.00040527266864725104,-1.0,0.0,7.646889724215053e-07,0.5465907821396345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0
