x{power: 1.0}_x,C_x,d^2x/dx0^2{power: 1.0}_x,"t{power: 1.0, dim: 0.0}_x",x{power: 1.0} * d^2x/dx0^2{power: 1.0}_x,C_y,dy/dx0{power: 1.0}_y,dy/dx0{power: 1.0} * x{power: 1.0}_y,"dy/dx0{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",x{power: 1.0}_y,"t{power: 1.0, dim: 0.0} * dy/dx0{power: 1.0}_y",y{power: 1.0}_y
-0.73899308182904,0.7561889738764744,-0.4411810292084909,-0.9956660649158882,0.4472135954999579,0.44806411056990597,-1.2662986855467673,1.8672668817780065,0.6967983155765073,-0.44803151553535747,0.44721359549995787,0.44768718654065576
-0.74274380498044,0.7561889738764744,-0.43722037252589674,-0.9999999999999999,0.4472135954999579,0.44504278349480786,-1.270930478393838,1.8666916947337964,0.7071067811865475,-0.44803151553535747,0.44721359549995787,0.4419130393926374
-0.742622091485809,0.7561889738764744,-0.44721359549995787,-0.9999999999999999,0.4472135954999579,0.44806411056990597,-1.270930478393838,1.8672668817780065,0.7071067811865475,-0.4475439701043652,0.44341115833510775,0.44768718654065576
0.07636431113089395,-0.10726603690989123,-0.442460096483976,0.9929233435016291,0.4433911891036605,-2.236065387714955,0.3368244838767544,-0.06917383042128213,0.7071067811865475,2.236065482669191,-2.2323357716071897,0.44077989856516964
-0.7438003912425025,0.7561889738764744,-0.44721359549995787,-0.9872064249011664,0.4472135954999579,0.44806411056990597,-1.270930478393838,1.8672668817780065,0.7071067811865475,-0.4380951213913597,0.44721359549995787,0.44427514011771085
-0.7472419236254721,0.755883693687735,-0.44721359549995787,-0.9999999999999999,0.44142913326322397,0.44806411056990597,-1.270930478393838,1.8672668817780065,0.7071067811865475,-0.44803151553535747,0.4450698246602204,0.44025370856627105
-0.7472419236254721,0.7521497247272482,-0.438055089962336,-0.9927705167510874,0.4434753016325614,0.44806411056990597,-1.270930478393838,1.8615381841882361,0.7071067811865475,-0.44803151553535747,0.44721359549995787,0.44192605949406444
0.077913605174379,-0.10372234527398339,-0.44721359549995787,0.9999999999999999,0.4472135954999579,-2.236065387714955,0.33350160408557994,-0.0826914852189254,0.7071067811865475,2.236065482669191,-2.2360679774997894,0.44768718654065576
-0.7472419236254721,0.7561889738764744,-0.44721359549995787,-0.9958850632991306,0.43854162358821797,0.44806411056990597,-1.270930478393838,1.8567360393998547,0.7054549735996267,-0.44587390423604945,0.4401379410513941,0.44768718654065576
-0.738254217711928,0.7511327933785794,-0.44721359549995787,-0.9999999999999999,0.4472135954999579,0.44435045139349627,-1.270930478393838,1.8672668817780065,0.7070187864209004,-0.4377805707244424,0.4439325269220868,0.44768718654065576
