dx/dx0{power: 1.0}_x,C_x,dx/dx0{power: 1.0} * x{power: 1.0}_x,x{power: 1.0}_x,y{power: 1.0}_x,dx/dx0{power: 1.0} * y{power: 1.0}_x,dy/dx0{power: 1.0}_x,C_y,"d^2y/dx0^2{power: 1.0} * sin{power: 1.0, dim: 0.0}_y",x{power: 1.0} * dy/dx0{power: 1.0}_y,y{power: 1.0}_y,d^2y/dx0^2{power: 1.0}_y,x{power: 1.0}_y,dy/dx0{power: 1.0}_y,y{power: 1.0} * dy/dx0{power: 1.0}_y,dx/dx0{power: 1.0}_y
1.599406009273283,0.5785585021481202,-1.5319562833343685,-1.5192435706273932,-0.44191538133838226,0.43719116942825575,0.9807619768795075,0.03837541807580311,-2.2360679774997894,2.22630474658389,0.44721359549995787,1.0,-0.665666974582906,-0.7071065157086326,0.7071067811865475,-0.44721359549995804
1.6020110772892835,0.5785585021481202,-1.5343942017660266,-1.5256519432259732,-0.45384418522216136,0.44721359549995787,0.9911074008109259,0.04063063245011061,-2.2360679774997894,2.2238543804225936,0.44721359549995787,1.0,-0.6717608155282417,-0.7071065157086326,0.7071067811865475,-0.44721359549995804
1.6020110772892835,0.5740510508614083,-1.5341763730796176,-1.5321551308046462,-0.44946592247518985,0.44721359549995787,0.9911074008109259,0.04289842578013664,-2.2360679774997894,2.2360679774997894,0.43959701333385287,0.9938938735986818,-0.6693504169345691,-0.7037896685515148,0.7045273780878486,-0.44376061913083
-0.7007217094524382,0.4201027033039777,1.8992210262552345,1.9019203549912587,-0.44673072114348816,0.4423643514402508,0.9911074008109259,1.9398981576721352,0.44499125123300487,-0.44076742150525594,-2.233436930004543,-0.9968721816971192,-0.6735763894301012,-0.7071065157086326,0.7071067811865475,-0.44721359549995804
-0.6981903630332078,0.39244657014714257,1.8978008828138684,1.9019203549912587,-0.43982728860247894,0.44721359549995787,0.9911074008109259,1.933875611840084,0.44721359549995787,-0.44717804163734437,-2.2239102380550437,-0.994195937361602,-0.6792556381669089,-0.7071065157086326,0.7071067811865475,-0.4397978087106803
1.6020110772892835,0.5785585021481202,-1.5340635790612978,-1.5289515815575736,-0.44490141487335094,0.43896872791454056,0.9871255304633256,0.019388331579777485,-2.2360679774997894,2.229810649245258,0.44721359549995787,0.9906953072166003,-0.6745418882118606,-0.7071065157086326,0.7010704028803763,-0.44721359549995804
-0.7025195148497395,0.39952589028170854,1.9005566798939721,1.9019203549912587,-0.4458965282942761,0.44721359549995787,0.984573175151548,1.9398981576721352,0.44721359549995787,-0.4330750809544381,-2.2360679774997894,-0.9956907377495146,-0.6632413019314548,-0.7020466707327027,0.7071067811865475,-0.44721359549995804
1.5956715432116002,0.5785585021481202,-1.5343942017660266,-1.5323580481263297,-0.44196665726053874,0.44721359549995787,0.9911074008109259,0.034027340602588545,-2.2360679774997894,2.23100507098977,0.44721359549995787,1.0,-0.6584105309558907,-0.7022131140193721,0.7071067811865475,-0.4315488666630818
-0.7025195148497395,0.40169054162146045,1.887076201884673,1.894362029786795,-0.424862207745444,0.43918576325018843,0.9837645345098207,1.9398981576721352,0.44721359549995787,-0.44721359549995787,-2.2360679774997894,-1.0,-0.6704888385757015,-0.6938927951398564,0.7057208443519039,-0.44721359549995804
1.5974685231890613,0.5785585021481202,-1.5343942017660266,-1.5306773794725648,-0.45330159779458606,0.44721359549995787,0.9824127404237691,0.031969854286616604,-2.2283063440347997,2.23268833575091,0.44721359549995787,0.996213469044215,-0.6630008868074648,-0.7065031311444941,0.7071067811865475,-0.44721359549995804
